lakeID,replicateNum,dateSample,taxa,length.mm,width.chaoborus,sampleNum
WL,1,5/15/13,chaoborus,12.842,1.059,Z14
WL,1,5/15/13,chaoborus,11.294,0.97,Z14
WL,1,5/15/13,chaoborus,11.958,1.096,Z14
WL,1,5/15/13,chaoborus,9.243,0.757,Z14
WL,1,5/15/13,chaoborus,10.009,0.972,Z14
WL,1,5/15/13,chaoborus,6.389,0.722,Z14
WL,1,5/15/13,chaoborus,10.281,0.772,Z14
WL,1,5/15/13,chaoborus,9.091,0.925,Z14
WL,1,5/15/13,chaoborus,13.121,1.232,Z14
WL,1,5/15/13,chaoborus,9.74,1.04,Z14
WL,1,5/15/13,chaoborus,8.88,0.902,Z14
WL,1,5/15/13,chaoborus,8.802,0.964,Z14
WL,1,5/15/13,chaoborus,9.786,0.86,Z14
WL,1,5/15/13,chaoborus,10.2,0.883,Z14
WL,1,5/15/13,chaoborus,8.761,0.929,Z14
WL,1,5/15/13,chaoborus,9.61,1.092,Z14
WL,1,5/15/13,chaoborus,8.815,0.97,Z14
WL,1,5/15/13,chaoborus,9.883,0.832,Z14
WL,1,5/15/13,cyclopoid,0.564,,Z14
WL,1,5/15/13,cyclopoid,0.518,,Z14
WL,1,5/15/13,cyclopoid,0.483,,Z14
WL,1,5/15/13,cyclopoid,0.588,,Z14
WL,1,5/15/13,cyclopoid,0.496,,Z14
WL,1,5/15/13,cyclopoid,0.512,,Z14
WL,1,5/15/13,cyclopoid,0.576,,Z14
WL,1,5/15/13,cyclopoid,0.559,,Z14
WL,1,5/15/13,cyclopoid,0.545,,Z14
WL,1,5/15/13,cyclopoid,0.632,,Z14
WL,1,5/15/13,cyclopoid,0.603,,Z14
WL,1,5/15/13,cyclopoid,0.563,,Z14
WL,1,5/15/13,cyclopoid,0.516,,Z14
WL,1,5/15/13,cyclopoid,0.491,,Z14
WL,1,5/15/13,cyclopoid,0.486,,Z14
WL,1,5/15/13,cyclopoid,0.457,,Z14
WL,1,5/15/13,cyclopoid,0.568,,Z14
WL,1,5/15/13,cyclopoid,0.563,,Z14
WL,1,5/15/13,cyclopoid,0.578,,Z14
WL,1,5/15/13,cyclopoid,0.618,,Z14
WL,1,5/15/13,cyclopoid,0.531,,Z14
WL,1,5/15/13,cyclopoid,0.505,,Z14
WL,1,5/15/13,cyclopoid,0.596,,Z14
WL,1,5/15/13,cyclopoid,0.541,,Z14
WL,1,5/15/13,cyclopoid,0.648,,Z14
WL,1,5/15/13,daphnia,0.911,,Z14
WL,1,5/15/13,holopedium,0.063,,Z14
WL,1,5/15/13,nauplii,,,Z14
WL,1,5/22/13,chaoborus,10.414,0.512,Z56
WL,1,5/22/13,chaoborus,12.01,1.033,Z56
WL,1,5/22/13,chaoborus,8.385,0.564,Z56
WL,1,5/22/13,chaoborus,8.24,0.745,Z56
WL,1,5/22/13,chaoborus,10.252,0.702,Z56
WL,1,5/22/13,chaoborus,11.109,0.948,Z56
WL,1,5/22/13,chaoborus,9.466,0.953,Z56
WL,1,5/22/13,chaoborus,8.55,0.572,Z56
WL,1,5/22/13,chaoborus,10.317,1.188,Z56
WL,1,5/22/13,chaoborus,11.559,1.129,Z56
WL,1,5/22/13,chaoborus,10.032,1.199,Z56
WL,1,5/22/13,chaoborus,9.297,0.399,Z56
WL,1,5/22/13,chaoborus,7.921,0.491,Z56
WL,1,5/22/13,chaoborus,10.017,0.916,Z56
WL,1,5/22/13,chaoborus,8.431,0.85,Z56
WL,1,5/22/13,chaoborus,11.617,0.752,Z56
WL,1,5/22/13,chaoborus,9.55,0.582,Z56
WL,1,5/22/13,chaoborus,10.673,0.837,Z56
WL,1,5/22/13,chaoborus,11.048,1.014,Z56
WL,1,5/22/13,chaoborus,10.849,0.717,Z56
WL,1,5/22/13,cyclopoid,0.504,,Z56
WL,1,5/22/13,cyclopoid,0.485,,Z56
WL,1,5/22/13,cyclopoid,0.559,,Z56
WL,1,5/22/13,cyclopoid,0.491,,Z56
WL,1,5/22/13,cyclopoid,0.497,,Z56
WL,1,5/22/13,cyclopoid,0.589,,Z56
WL,1,5/22/13,cyclopoid,0.514,,Z56
WL,1,5/22/13,cyclopoid,0.489,,Z56
WL,1,5/22/13,cyclopoid,0.534,,Z56
WL,1,5/22/13,cyclopoid,0.465,,Z56
WL,1,5/22/13,cyclopoid,0.739,,Z56
WL,1,5/22/13,cyclopoid,0.543,,Z56
WL,1,5/22/13,cyclopoid,0.582,,Z56
WL,1,5/22/13,cyclopoid,0.455,,Z56
WL,1,5/22/13,cyclopoid,0.472,,Z56
WL,1,5/22/13,cyclopoid,0.556,,Z56
WL,1,5/22/13,cyclopoid,0.666,,Z56
WL,1,5/22/13,cyclopoid,0.74,,Z56
WL,1,5/22/13,cyclopoid,1.256,,Z56
WL,1,5/22/13,cyclopoid,1.281,,Z56
WL,1,5/22/13,cyclopoid,0.503,,Z56
WL,1,5/22/13,cyclopoid,0.382,,Z56
WL,1,5/22/13,cyclopoid,0.521,,Z56
WL,1,5/22/13,cyclopoid,0.583,,Z56
WL,1,5/22/13,daphnia,1.485,,Z56
WL,1,5/22/13,daphnia,1.408,,Z56
WL,1,5/22/13,daphnia,1.676,,Z56
WL,1,5/22/13,daphnia,1.226,,Z56
WL,1,5/22/13,daphnia,1.124,,Z56
WL,1,5/22/13,daphnia,1.381,,Z56
WL,1,5/22/13,daphnia,1.124,,Z56
WL,1,5/22/13,daphnia,1.373,,Z56
WL,1,5/22/13,daphnia,1.327,,Z56
WL,1,5/22/13,daphnia,1.467,,Z56
WL,1,5/22/13,daphnia,1.402,,Z56
WL,1,5/22/13,daphnia,1.287,,Z56
WL,1,5/22/13,daphnia,1.45,,Z56
WL,1,5/22/13,daphnia,1.481,,Z56
WL,1,5/22/13,daphnia,1.516,,Z56
WL,1,5/22/13,daphnia,1.392,,Z56
WL,1,5/22/13,daphnia,1.44,,Z56
WL,1,5/22/13,daphnia,1.043,,Z56
WL,1,5/22/13,daphnia,1.075,,Z56
WL,1,5/22/13,daphnia,1.552,,Z56
WL,1,5/22/13,daphnia,1.083,,Z56
WL,1,5/22/13,daphnia,1.355,,Z56
WL,1,5/22/13,daphnia,1.547,,Z56
WL,1,5/22/13,daphnia,1.414,,Z56
WL,1,5/22/13,daphnia,1.457,,Z56
WL,1,5/22/13,holopedium,0.299,,Z56
WL,1,5/22/13,holopedium,0.242,,Z56
WL,1,5/22/13,holopedium,0.201,,Z56
WL,1,5/22/13,holopedium,0.243,,Z56
WL,1,5/22/13,holopedium,0.142,,Z56
WL,1,5/22/13,holopedium,0.22,,Z56
WL,1,5/22/13,holopedium,0.195,,Z56
WL,1,5/22/13,nauplii,0.24,,Z56
WL,1,5/22/13,nauplii,0.195,,Z56
WL,1,5/22/13,nauplii,0.233,,Z56
WL,1,5/22/13,nauplii,0.204,,Z56
WL,1,5/22/13,nauplii,0.229,,Z56
WL,1,5/22/13,nauplii,0.245,,Z56
WL,1,5/22/13,nauplii,0.215,,Z56
EL,1,5/22/13,chaoborus,9.193,0.867,Z55
EL,1,5/22/13,chaoborus,9.316,0.93,Z55
EL,1,5/22/13,chaoborus,11.088,1.182,Z55
EL,1,5/22/13,chaoborus,8.839,0.749,Z55
EL,1,5/22/13,chaoborus,9.001,0.773,Z55
EL,1,5/22/13,chaoborus,9.974,0.862,Z55
EL,1,5/22/13,chaoborus,11.105,1.113,Z55
EL,1,5/22/13,chaoborus,11.112,1.383,Z55
EL,1,5/22/13,chaoborus,10.638,1.009,Z55
EL,1,5/22/13,chaoborus,10.175,0.834,Z55
EL,1,5/22/13,chaoborus,9.908,0.834,Z55
EL,1,5/22/13,chaoborus,9.278,0.963,Z55
EL,1,5/22/13,chaoborus,10.463,1.348,Z55
EL,1,5/22/13,chaoborus,10.127,1.359,Z55
EL,1,5/22/13,chaoborus,7.942,1.126,Z55
EL,1,5/22/13,chaoborus,9.206,1.007,Z55
EL,1,5/22/13,chaoborus,9.001,1.113,Z55
EL,1,5/22/13,chaoborus,8.845,0.863,Z55
EL,1,5/22/13,chaoborus,13.74,1.569,Z55
EL,1,5/22/13,chaoborus,9.868,0.96,Z55
EL,1,5/22/13,cyclopoid,0.44,,Z55
EL,1,5/22/13,cyclopoid,0.563,,Z55
EL,1,5/22/13,cyclopoid,0.573,,Z55
EL,1,5/22/13,cyclopoid,0.739,,Z55
EL,1,5/22/13,cyclopoid,0.629,,Z55
EL,1,5/22/13,cyclopoid,0.404,,Z55
EL,1,5/22/13,cyclopoid,0.654,,Z55
EL,1,5/22/13,cyclopoid,0.585,,Z55
EL,1,5/22/13,cyclopoid,0.442,,Z55
EL,1,5/22/13,cyclopoid,0.5,,Z55
EL,1,5/22/13,cyclopoid,0.419,,Z55
EL,1,5/22/13,cyclopoid,0.829,,Z55
EL,1,5/22/13,cyclopoid,0.528,,Z55
EL,1,5/22/13,cyclopoid,0.774,,Z55
EL,1,5/22/13,cyclopoid,0.475,,Z55
EL,1,5/22/13,cyclopoid,0.523,,Z55
EL,1,5/22/13,cyclopoid,0.692,,Z55
EL,1,5/22/13,cyclopoid,0.58,,Z55
EL,1,5/22/13,cyclopoid,1.304,,Z55
EL,1,5/22/13,cyclopoid,0.559,,Z55
EL,1,5/22/13,cyclopoid,1.286,,Z55
EL,1,5/22/13,cyclopoid,0.544,,Z55
EL,1,5/22/13,cyclopoid,0.514,,Z55
EL,1,5/22/13,cyclopoid,0.703,,Z55
EL,1,5/22/13,cyclopoid,1.321,,Z55
EL,1,5/22/13,cyclopoid,1.134,,Z55
EL,1,5/22/13,daphnia,1.027,,Z55
EL,1,5/22/13,daphnia,1.402,,Z55
EL,1,5/22/13,daphnia,1.415,,Z55
EL,1,5/22/13,daphnia,1.183,,Z55
EL,1,5/22/13,daphnia,1.429,,Z55
EL,1,5/22/13,daphnia,1.377,,Z55
EL,1,5/22/13,daphnia,1.13,,Z55
EL,1,5/22/13,daphnia,1.06,,Z55
EL,1,5/22/13,daphnia,1.678,,Z55
EL,1,5/22/13,daphnia,1.632,,Z55
EL,1,5/22/13,daphnia,1.058,,Z55
EL,1,5/22/13,daphnia,0.813,,Z55
EL,1,5/22/13,daphnia,1.422,,Z55
EL,1,5/22/13,daphnia,0.968,,Z55
EL,1,5/22/13,daphnia,1.234,,Z55
EL,1,5/22/13,daphnia,1.837,,Z55
EL,1,5/22/13,holopedium,0.239,,Z55
EL,1,5/22/13,holopedium,0.169,,Z55
EL,1,5/22/13,holopedium,0.172,,Z55
EL,1,5/22/13,holopedium,0.218,,Z55
EL,1,5/22/13,holopedium,0.24,,Z55
EL,1,5/22/13,holopedium,0.295,,Z55
EL,1,5/22/13,holopedium,0.178,,Z55
EL,1,5/22/13,holopedium,0.15,,Z55
EL,1,5/22/13,nauplii,0.148,,Z55
EL,1,5/22/13,nauplii,0.13,,Z55
EL,1,5/22/13,nauplii,0.168,,Z55
EL,1,5/22/13,nauplii,0.173,,Z55
EL,1,5/22/13,nauplii,0.158,,Z55
EL,1,5/22/13,nauplii,0.143,,Z55
EL,1,5/29/13,bosmina,0.24,,Z126
EL,1,5/29/13,chaoborus,11.128,1.531,Z126
EL,1,5/29/13,chaoborus,9.17,0.953,Z126
EL,1,5/29/13,chaoborus,9.945,0.868,Z126
EL,1,5/29/13,chaoborus,9.246,1.202,Z126
EL,1,5/29/13,chaoborus,8.889,0.786,Z126
EL,1,5/29/13,chaoborus,10.41,0.936,Z126
EL,1,5/29/13,chaoborus,10.07,1.188,Z126
EL,1,5/29/13,chaoborus,11.13,1.127,Z126
EL,1,5/29/13,chaoborus,10.902,0.972,Z126
EL,1,5/29/13,chaoborus,9.552,1.199,Z126
EL,1,5/29/13,chaoborus,8.412,0.858,Z126
EL,1,5/29/13,chaoborus,10.995,0.983,Z126
EL,1,5/29/13,chaoborus,8.679,0.719,Z126
EL,1,5/29/13,chaoborus,14.263,1.746,Z126
EL,1,5/29/13,cyclopoid,0.793,,Z126
EL,1,5/29/13,cyclopoid,0.721,,Z126
EL,1,5/29/13,cyclopoid,0.495,,Z126
EL,1,5/29/13,cyclopoid,0.881,,Z126
EL,1,5/29/13,cyclopoid,0.513,,Z126
EL,1,5/29/13,cyclopoid,0.575,,Z126
EL,1,5/29/13,cyclopoid,0.545,,Z126
EL,1,5/29/13,cyclopoid,1.297,,Z126
EL,1,5/29/13,cyclopoid,0.552,,Z126
EL,1,5/29/13,cyclopoid,0.474,,Z126
EL,1,5/29/13,cyclopoid,0.604,,Z126
EL,1,5/29/13,cyclopoid,0.387,,Z126
EL,1,5/29/13,cyclopoid,0.471,,Z126
EL,1,5/29/13,cyclopoid,1.412,,Z126
EL,1,5/29/13,cyclopoid,0.512,,Z126
EL,1,5/29/13,cyclopoid,0.64,,Z126
EL,1,5/29/13,cyclopoid,0.724,,Z126
EL,1,5/29/13,cyclopoid,0.532,,Z126
EL,1,5/29/13,cyclopoid,0.772,,Z126
EL,1,5/29/13,cyclopoid,1.374,,Z126
EL,1,5/29/13,cyclopoid,0.57,,Z126
EL,1,5/29/13,cyclopoid,0.442,,Z126
EL,1,5/29/13,cyclopoid,0.82,,Z126
EL,1,5/29/13,cyclopoid,0.481,,Z126
EL,1,5/29/13,cyclopoid,0.555,,Z126
EL,1,5/29/13,cyclopoid,0.728,,Z126
EL,1,5/29/13,cyclopoid,0.552,,Z126
EL,1,5/29/13,daphnia,0.708,,Z126
EL,1,5/29/13,daphnia,0.656,,Z126
EL,1,5/29/13,daphnia,0.597,,Z126
EL,1,5/29/13,daphnia,2.089,,Z126
EL,1,5/29/13,daphnia,1.531,,Z126
EL,1,5/29/13,daphnia,2.163,,Z126
EL,1,5/29/13,daphnia,0.87,,Z126
EL,1,5/29/13,daphnia,0.597,,Z126
EL,1,5/29/13,daphnia,2.017,,Z126
EL,1,5/29/13,daphnia,0.605,,Z126
EL,1,5/29/13,daphnia,0.625,,Z126
EL,1,5/29/13,daphnia,0.612,,Z126
EL,1,5/29/13,daphnia,1.051,,Z126
EL,1,5/29/13,daphnia,0.8,,Z126
EL,1,5/29/13,daphnia,0.648,,Z126
EL,1,5/29/13,daphnia,0.544,,Z126
EL,1,5/29/13,daphnia,0.611,,Z126
EL,1,5/29/13,holopedium,0.369,,Z126
EL,1,5/29/13,nauplii,0.171,,Z126
EL,1,5/29/13,nauplii,0.155,,Z126
EL,1,5/29/13,nauplii,0.182,,Z126
EL,1,5/29/13,nauplii,0.189,,Z126
EL,1,5/29/13,nauplii,0.105,,Z126
EL,1,5/29/13,nauplii,0.133,,Z126
EL,1,5/29/13,nauplii,0.163,,Z126
EL,1,5/29/13,nauplii,0.12,,Z126
EL,1,5/29/13,nauplii,0.116,,Z126
EL,1,5/29/13,nauplii,0.189,,Z126
EL,1,5/29/13,nauplii,0.184,,Z126
EL,1,5/29/13,nauplii,0.126,,Z126
EL,1,5/29/13,nauplii,0.132,,Z126
EL,1,5/29/13,nauplii,0.222,,Z126
EL,1,5/29/13,nauplii,0.153,,Z126
EL,1,5/29/13,nauplii,0.149,,Z126
EL,1,5/29/13,nauplii,0.228,,Z126
EL,1,5/29/13,nauplii,0.255,,Z126
EL,1,5/29/13,nauplii,0.178,,Z126
WL,1,5/29/13,chaoborus,11.609,1.333,Z127
WL,1,5/29/13,chaoborus,6.665,0.662,Z127
WL,1,5/29/13,chaoborus,10.35,1.125,Z127
WL,1,5/29/13,chaoborus,8.853,0.695,Z127
WL,1,5/29/13,chaoborus,8.303,0.883,Z127
WL,1,5/29/13,chaoborus,10.763,1.39,Z127
WL,1,5/29/13,chaoborus,10.715,1.416,Z127
WL,1,5/29/13,chaoborus,9.154,0.885,Z127
WL,1,5/29/13,chaoborus,12.335,1.324,Z127
WL,1,5/29/13,chaoborus,13.157,1.851,Z127
WL,1,5/29/13,chaoborus,8.112,0.695,Z127
WL,1,5/29/13,chaoborus,10.993,1.128,Z127
WL,1,5/29/13,chaoborus,11.6,1.359,Z127
WL,1,5/29/13,chaoborus,10.026,0.948,Z127
WL,1,5/29/13,chaoborus,10.36,1.082,Z127
WL,1,5/29/13,chaoborus,9.674,0.807,Z127
WL,1,5/29/13,chaoborus,11.878,1.445,Z127
WL,1,5/29/13,chaoborus,6.253,1.013,Z127
WL,1,5/29/13,chaoborus,8.784,0.717,Z127
WL,1,5/29/13,cyclopoid,0.568,,Z127
WL,1,5/29/13,cyclopoid,0.624,,Z127
WL,1,5/29/13,cyclopoid,0.803,,Z127
WL,1,5/29/13,cyclopoid,0.337,,Z127
WL,1,5/29/13,cyclopoid,0.361,,Z127
WL,1,5/29/13,cyclopoid,0.524,,Z127
WL,1,5/29/13,cyclopoid,0.585,,Z127
WL,1,5/29/13,cyclopoid,0.605,,Z127
WL,1,5/29/13,cyclopoid,1.414,,Z127
WL,1,5/29/13,cyclopoid,0.584,,Z127
WL,1,5/29/13,cyclopoid,0.742,,Z127
WL,1,5/29/13,cyclopoid,0.591,,Z127
WL,1,5/29/13,cyclopoid,0.561,,Z127
WL,1,5/29/13,cyclopoid,0.745,,Z127
WL,1,5/29/13,cyclopoid,0.64,,Z127
WL,1,5/29/13,cyclopoid,0.859,,Z127
WL,1,5/29/13,cyclopoid,1.112,,Z127
WL,1,5/29/13,cyclopoid,0.55,,Z127
WL,1,5/29/13,cyclopoid,1.095,,Z127
WL,1,5/29/13,cyclopoid,0.352,,Z127
WL,1,5/29/13,cyclopoid,0.847,,Z127
WL,1,5/29/13,cyclopoid,0.558,,Z127
WL,1,5/29/13,cyclopoid,0.517,,Z127
WL,1,5/29/13,daphnia,0.68,,Z127
WL,1,5/29/13,daphnia,0.664,,Z127
WL,1,5/29/13,daphnia,0.643,,Z127
WL,1,5/29/13,daphnia,0.785,,Z127
WL,1,5/29/13,daphnia,0.557,,Z127
WL,1,5/29/13,daphnia,0.6,,Z127
WL,1,5/29/13,daphnia,0.566,,Z127
WL,1,5/29/13,daphnia,0.798,,Z127
WL,1,5/29/13,daphnia,0.612,,Z127
WL,1,5/29/13,daphnia,0.58,,Z127
WL,1,5/29/13,daphnia,0.595,,Z127
WL,1,5/29/13,daphnia,0.772,,Z127
WL,1,5/29/13,daphnia,0.659,,Z127
WL,1,5/29/13,daphnia,0.58,,Z127
WL,1,5/29/13,daphnia,1.343,,Z127
WL,1,5/29/13,daphnia,0.607,,Z127
WL,1,5/29/13,daphnia,0.63,,Z127
WL,1,5/29/13,daphnia,0.616,,Z127
WL,1,5/29/13,daphnia,0.725,,Z127
WL,1,5/29/13,daphnia,0.644,,Z127
WL,1,5/29/13,daphnia,0.684,,Z127
WL,1,5/29/13,daphnia,0.57,,Z127
WL,1,5/29/13,daphnia,0.601,,Z127
WL,1,5/29/13,daphnia,0.49,,Z127
WL,1,5/29/13,daphnia,0.867,,Z127
WL,1,5/29/13,daphnia,0.658,,Z127
WL,1,5/29/13,holopedium,0.294,,Z127
WL,1,5/29/13,nauplii,0.188,,Z127
WL,1,5/29/13,nauplii,0.238,,Z127
WL,1,5/29/13,nauplii,0.29,,Z127
WL,1,5/29/13,nauplii,0.237,,Z127
WL,1,5/29/13,nauplii,0.302,,Z127
WL,1,5/29/13,nauplii,0.263,,Z127
EL,1,6/5/13,chaoborus,7.045,0.692,Z190
EL,1,6/5/13,chaoborus,11.477,1.269,Z190
EL,1,6/5/13,chaoborus,8.183,0.868,Z190
EL,1,6/5/13,chaoborus,12.069,1.399,Z190
EL,1,6/5/13,chaoborus,9.711,1.025,Z190
EL,1,6/5/13,chaoborus,8.584,0.898,Z190
EL,1,6/5/13,chaoborus,8.934,1.007,Z190
EL,1,6/5/13,chaoborus,8.261,0.739,Z190
EL,1,6/5/13,chaoborus,11.487,1.326,Z190
EL,1,6/5/13,chaoborus,6.719,0.677,Z190
EL,1,6/5/13,chaoborus,6.372,0.809,Z190
EL,1,6/5/13,chaoborus,9.85,1.815,Z190
EL,1,6/5/13,chaoborus,9.12,0.942,Z190
EL,1,6/5/13,chaoborus,10.181,0.914,Z190
EL,1,6/5/13,chaoborus,11.016,1.495,Z190
EL,1,6/5/13,cyclopoid,0.526,,Z190
EL,1,6/5/13,cyclopoid,0.339,,Z190
EL,1,6/5/13,cyclopoid,0.556,,Z190
EL,1,6/5/13,cyclopoid,0.505,,Z190
EL,1,6/5/13,cyclopoid,0.503,,Z190
EL,1,6/5/13,cyclopoid,0.486,,Z190
EL,1,6/5/13,cyclopoid,0.583,,Z190
EL,1,6/5/13,cyclopoid,0.589,,Z190
EL,1,6/5/13,cyclopoid,0.389,,Z190
EL,1,6/5/13,cyclopoid,0.349,,Z190
EL,1,6/5/13,cyclopoid,0.25,,Z190
EL,1,6/5/13,cyclopoid,0.521,,Z190
EL,1,6/5/13,cyclopoid,1.404,,Z190
EL,1,6/5/13,cyclopoid,0.378,,Z190
EL,1,6/5/13,cyclopoid,0.612,,Z190
EL,1,6/5/13,cyclopoid,0.473,,Z190
EL,1,6/5/13,cyclopoid,1.288,,Z190
EL,1,6/5/13,cyclopoid,0.521,,Z190
EL,1,6/5/13,cyclopoid,0.31,,Z190
EL,1,6/5/13,cyclopoid,0.499,,Z190
EL,1,6/5/13,cyclopoid,0.404,,Z190
EL,1,6/5/13,cyclopoid,0.328,,Z190
EL,1,6/5/13,cyclopoid,0.325,,Z190
EL,1,6/5/13,daphnia,1.196,,Z190
EL,1,6/5/13,daphnia,1.399,,Z190
EL,1,6/5/13,daphnia,0.75,,Z190
EL,1,6/5/13,daphnia,0.834,,Z190
EL,1,6/5/13,daphnia,0.76,,Z190
EL,1,6/5/13,daphnia,0.751,,Z190
EL,1,6/5/13,daphnia,0.753,,Z190
EL,1,6/5/13,daphnia,0.834,,Z190
EL,1,6/5/13,daphnia,0.573,,Z190
EL,1,6/5/13,daphnia,0.964,,Z190
EL,1,6/5/13,daphnia,1.326,,Z190
EL,1,6/5/13,daphnia,0.774,,Z190
EL,1,6/5/13,daphnia,1.132,,Z190
EL,1,6/5/13,daphnia,0.729,,Z190
EL,1,6/5/13,daphnia,0.748,,Z190
EL,1,6/5/13,daphnia,0.655,,Z190
EL,1,6/5/13,daphnia,0.892,,Z190
EL,1,6/5/13,daphnia,1.175,,Z190
EL,1,6/5/13,daphnia,1.14,,Z190
EL,1,6/5/13,daphnia,0.777,,Z190
EL,1,6/5/13,daphnia,1.078,,Z190
EL,1,6/5/13,daphnia,1.289,,Z190
EL,1,6/5/13,daphnia,1.184,,Z190
EL,1,6/5/13,daphnia,0.926,,Z190
EL,1,6/5/13,daphnia,0.806,,Z190
EL,1,6/5/13,daphnia,1.232,,Z190
EL,1,6/5/13,holopedium,0.301,,Z190
EL,1,6/5/13,holopedium,0.412,,Z190
EL,1,6/5/13,holopedium,0.267,,Z190
EL,1,6/5/13,holopedium,0.332,,Z190
EL,1,6/5/13,holopedium,0.264,,Z190
EL,1,6/5/13,holopedium,0.329,,Z190
EL,1,6/5/13,holopedium,0.274,,Z190
EL,1,6/5/13,holopedium,0.337,,Z190
EL,1,6/5/13,holopedium,0.212,,Z190
EL,1,6/5/13,holopedium,0.207,,Z190
EL,1,6/5/13,holopedium,0.225,,Z190
EL,1,6/5/13,holopedium,0.233,,Z190
EL,1,6/5/13,holopedium,0.174,,Z190
EL,1,6/5/13,holopedium,0.264,,Z190
EL,1,6/5/13,holopedium,0.164,,Z190
EL,1,6/5/13,holopedium,0.287,,Z190
EL,1,6/5/13,holopedium,0.179,,Z190
EL,1,6/5/13,holopedium,0.212,,Z190
EL,1,6/5/13,holopedium,0.301,,Z190
EL,1,6/5/13,holopedium,0.196,,Z190
EL,1,6/5/13,holopedium,0.174,,Z190
EL,1,6/5/13,holopedium,0.21,,Z190
EL,1,6/5/13,nauplii,0.137,,Z190
EL,1,6/5/13,nauplii,0.174,,Z190
EL,1,6/5/13,nauplii,0.153,,Z190
EL,1,6/5/13,nauplii,0.163,,Z190
EL,1,6/5/13,nauplii,0.211,,Z190
EL,1,6/5/13,nauplii,0.115,,Z190
EL,1,6/5/13,nauplii,0.29,,Z190
EL,1,6/5/13,nauplii,0.31,,Z190
EL,1,6/5/13,nauplii,0.179,,Z190
EL,1,6/5/13,nauplii,0.137,,Z190
EL,1,6/5/13,nauplii,0.141,,Z190
EL,1,6/5/13,nauplii,0.178,,Z190
