"","lakeID","dateSample","taxa","biomass"
"99","EL","2012-07-11","daphnia",39110.51
"100","EL","2012-07-11","cyclopoid",24312.456
"101","EL","2012-07-11","bosmina",11.508
"102","EL","2012-07-11","holopedium",29545.884
"103","EL","2012-07-18","daphnia",98819.5
"104","EL","2012-07-18","cyclopoid",357164.28
"105","EL","2012-07-18","holopedium",59897.73
"106","EL","2012-07-25","daphnia",125575.965
"107","EL","2012-07-25","cyclopoid",198960.096
"108","EL","2012-07-25","holopedium",10613.42
"109","EL","2012-08-01","daphnia",11675.462
"110","EL","2012-08-01","cyclopoid",8815.664
"111","EL","2012-08-01","holopedium",10154.55
"112","EL","2012-08-08","daphnia",28726.103
"113","EL","2012-08-08","cyclopoid",81669.438
"114","EL","2012-08-08","holopedium",21139.362
"115","EL","2013-05-15","daphnia",1217.858
"116","EL","2013-05-15","calanoid",253.176
"117","EL","2013-05-15","cyclopoid",32737.635
"118","EL","2013-05-15","holopedium",320.032
"119","EL","2013-05-22","daphnia",7641.217
"120","EL","2013-05-22","cyclopoid",32852.835
"121","EL","2013-05-22","holopedium",2692.019
"122","EL","2013-05-29","daphnia",18288.234
"123","EL","2013-05-29","cyclopoid",10093.644
"124","EL","2013-05-29","holopedium",3017.288
"125","EL","2013-05-29","bosmina",10.96
"126","EL","2013-06-05","daphnia",88346.423
"127","EL","2013-06-05","cyclopoid",81882.656
"128","EL","2013-06-05","holopedium",30569.484
"129","EL","2013-06-19","daphnia",107921.899
"130","EL","2013-06-19","cyclopoid",217767.76
"131","EL","2013-06-19","holopedium",39335.382
"132","EL","2013-06-12","daphnia",43474.467
"133","EL","2013-06-12","cyclopoid",31558.358
"134","EL","2013-06-12","holopedium",12815.747
"135","EL","2013-08-16","daphnia",7624.092
"136","EL","2013-08-16","cyclopoid",33094.035
"137","EL","2013-08-16","holopedium",3652.42
"138","EL","2013-08-16","bosmina",15.892
"139","EL","2013-06-26","daphnia",7748.76
"140","EL","2013-06-26","holopedium",8729.655
"141","EL","2013-06-26","bosmina",17.536
"142","EL","2013-07-25","daphnia",18607.806
"143","EL","2013-07-25","cyclopoid",17300.14
"144","EL","2013-07-25","holopedium",550.74
"145","EL","2013-07-17","daphnia",6331.94
"146","EL","2013-07-17","cyclopoid",7247.331
"147","EL","2013-07-17","holopedium",2948.24
"148","EL","2013-07-17","bosmina",20.002
"149","EL","2013-07-31","daphnia",46648.416
"150","EL","2013-07-31","cyclopoid",21164.598
"151","EL","2013-07-31","holopedium",8096.885
"152","EL","2012-05-16","daphnia",10594.4728714821
"153","EL","2012-05-16","cyclopoid",2189.48228059374
"154","EL","2012-05-16","holopedium",14373.3361809041
"155","WL","2012-05-16","daphnia",54140.4395056799
"156","WL","2012-05-16","cyclopoid",9533.82699695819
"157","WL","2012-05-16","holopedium",12197.8286091128
"158","EL","2012-05-22","daphnia",19436.3979421933
"159","EL","2012-05-22","cyclopoid",16940.484333526
"160","EL","2012-05-22","holopedium",15496.0374732026
"161","EL","2012-05-22","chydorus",NA
"162","WL","2012-05-22","daphnia",26502.5724625756
"163","WL","2012-05-22","cyclopoid",79117.8378444802
"164","WL","2012-05-22","holopedium",98206.2385399254
"165","WL","2012-05-22","bosmina",NA
"166","EL","2012-05-30","daphnia",53569.9109903192
"167","EL","2012-05-30","cyclopoid",35130.8451665433
"168","EL","2012-05-30","holopedium",30942.5499713452
"169","EL","2012-05-30","bosmina",50.5169802035665
"170","WL","2012-05-30","daphnia",NA
"171","WL","2012-05-30","cyclopoid",NA
"172","WL","2012-05-30","holopedium",NA
"173","WL","2012-06-06","daphnia",20231.1076140597
"174","WL","2012-06-06","cyclopoid",13708.3864206588
"175","WL","2012-06-06","holopedium",15487.1002676934
"176","WL","2012-06-06","bosmina",NA
"177","EL","2012-06-06","daphnia",9881.59175088103
"178","EL","2012-06-06","cyclopoid",20516.5904724734
"179","EL","2012-06-06","holopedium",8549.90452500106
"180","EL","2012-06-13","daphnia",133918.15506577
"181","EL","2012-06-13","cyclopoid",246375.706027401
"182","EL","2012-06-13","holopedium",100185.420399468
"183","WL","2012-06-13","daphnia",149066.706229816
"184","WL","2012-06-13","cyclopoid",126777.381946122
"185","WL","2012-06-13","holopedium",271286.339821145
"186","EL","2012-06-20","daphnia",77111.6501545834
"187","EL","2012-06-20","cyclopoid",126240.160548808
"188","EL","2012-06-20","holopedium",132178.607209084
"189","WL","2012-06-20","daphnia",84124.4958741314
"190","WL","2012-06-20","cyclopoid",161407.081057159
"191","WL","2012-06-20","holopedium",225813.835012654
"192","EL","2012-06-27","daphnia",153886.877785221
"193","EL","2012-06-27","cyclopoid",251320.017611788
"194","EL","2012-06-27","holopedium",80041.2530879439
"195","EL","2012-06-27","bosmina",NA
"196","WL","2012-06-27","daphnia",131369.034481613
"197","WL","2012-06-27","cyclopoid",214888.054969857
"198","WL","2012-06-27","holopedium",277907.948223224
"199","EL","2012-07-11","daphnia",39128.8596728079
"200","EL","2012-07-11","cyclopoid",24454.6702322889
"201","EL","2012-07-11","bosmina",NA
"202","EL","2012-07-11","holopedium",29551.5245987172
"203","WL","2012-07-11","daphnia",100047.222056742
"204","WL","2012-07-11","cyclopoid",41509.0147090257
"205","WL","2012-07-11","holopedium",24734.6029177546
"206","EL","2012-07-18","daphnia",98870.989779202
"207","EL","2012-07-18","cyclopoid",357464.272997102
"208","EL","2012-07-18","holopedium",59902.0625839192
"209","WL","2012-07-18","daphnia",438882.529404169
"210","WL","2012-07-18","cyclopoid",278609.106089286
"211","WL","2012-07-18","holopedium",113060.724005547
"212","EL","2012-07-25","daphnia",125669.077088005
"213","EL","2012-07-25","cyclopoid",199029.098879655
"214","EL","2012-07-25","holopedium",10614.6234834735
"215","WL","2012-07-25","daphnia",51901.5851274755
"216","WL","2012-07-25","cyclopoid",892818.093538871
"217","WL","2012-07-25","holopedium",43196.3957814177
"218","EL","2012-08-01","daphnia",11697.9107887611
"219","EL","2012-08-01","cyclopoid",8886.65327999117
"220","EL","2012-08-01","holopedium",10158.3483139647
"221","WL","2012-08-01","daphnia",55302.3282253444
"222","WL","2012-08-01","cyclopoid",66359.2623008809
"223","WL","2012-08-01","holopedium",9502.76919445371
"224","WL","2012-08-08","daphnia",145074.955697973
"225","WL","2012-08-08","cyclopoid",54318.4308923266
"226","WL","2012-08-08","holopedium",5659.5593522291
"227","EL","2012-08-08","daphnia",28736.1505057675
"228","EL","2012-08-08","cyclopoid",81730.5899027916
"229","EL","2012-08-08","holopedium",21150.8039953636
"230","WL","2013-05-15","daphnia",743.414896436492
"231","WL","2013-05-15","cyclopoid",23717.7090278288
"232","WL","2013-05-15","holopedium",21.4742821630934
"233","EL","2013-05-15","daphnia",1222.08445236278
"234","EL","2013-05-15","calanoids",253.579620022567
"235","EL","2013-05-15","cyclopoid",32762.8727718371
"236","EL","2013-05-15","holopedium",320.441323139945
"237","WL","2013-05-22","daphnia",15174.9487597515
"238","WL","2013-05-22","cyclopoid",13826.6647334496
"239","WL","2013-05-22","holopedium",3842.58589337664
"240","EL","2013-05-22","daphnia",7642.82920398961
"241","EL","2013-05-22","cyclopoid",32932.5530534504
"242","EL","2013-05-22","holopedium",2697.00210627525
"243","EL","2013-05-29","daphnia",18295.1368207758
"244","EL","2013-05-29","cyclopoid",10095.3749598278
"245","EL","2013-05-29","holopedium",3018.60588837482
"246","EL","2013-05-29","bosmina",11.1641299065591
"247","WL","2013-05-29","daphnia",10979.5482259742
"248","WL","2013-05-29","cyclopoid",10972.7168697631
"249","WL","2013-05-29","holopedium",1827.80686380022
"250","EL","2013-06-05","daphnia",88394.8330683404
"251","EL","2013-06-05","cyclopoid",82031.0325882948
"252","EL","2013-06-05","holopedium",30593.5274608918
"253","WL","2013-06-05","daphnia",122381.808645399
"254","WL","2013-06-05","cyclopoid",34745.0659873427
"255","WL","2013-06-05","holopedium",65642.2108924269
"256","WL","2013-06-12","daphnia",271299.233718951
"257","WL","2013-06-12","cyclopoid",20469.721277296
"258","WL","2013-06-12","holopedium",129833.985230044
"259","WL","2013-06-12","daphnia",180318.8151574
"260","WL","2013-06-12","cyclopoid",6655.01210358929
"261","WL","2013-06-12","holopedium",104960.536341268
"262","EL","2013-06-12","daphnia",43495.4289816407
"263","EL","2013-06-12","cyclopoid",31608.7341564866
"264","EL","2013-06-12","holopedium",12823.0883968703
"265","EL","2013-06-19","daphnia",107937.776307349
"266","EL","2013-06-19","cyclopoid",217824.582094691
"267","EL","2013-06-19","holopedium",39338.9480146648
"268","WL","2013-06-19","daphnia",22916.9913930528
"269","WL","2013-06-19","cyclopoid",10982.9465985107
"270","WL","2013-06-19","holopedium",12278.0826528172
"271","WL","2013-06-26","daphnia",30139.0412333604
"272","WL","2013-06-26","cyclopoid",55545.680333346
"273","WL","2013-06-26","holopedium",62368.1064775799
"274","WL","2013-06-26","bosmina",18.8142267454991
"275","WL","2013-06-26","chydorus",51.4242923454673
"276","EL","2013-06-26","daphnia",7759.51913046203
"277","EL","2013-06-26","holopedium",8735.79376194843
"278","EL","2013-06-26","bosmina",17.7054074321325
"279","EL","2013-07-10","daphnia",2865.15363760052
"280","EL","2013-07-10","cyclopoid",6219.0351066542
"281","EL","2013-07-10","holopedium",3569.39137783228
"282","WL","2013-07-10","daphnia",166149.508930105
"283","WL","2013-07-10","cyclopoid",63036.3531202106
"284","WL","2013-07-10","holopedium",51337.6377654225
"285","EL","2013-07-17","daphnia",6335.79716368393
"286","EL","2013-07-17","cyclopoid",7307.95629776841
"287","EL","2013-07-17","holopedium",2949.99687645042
"288","EL","2013-07-17","bosmina",20.2301635917384
"289","WL","2013-07-17","daphnia",20063.5418450033
"290","WL","2013-07-17","cyclopoid",12791.732644119
"291","WL","2013-07-17","holopedium",25964.7421617263
"292","WL","2013-07-25","daphnia",18696.2644218004
"293","WL","2013-07-25","cyclopoid",13255.5994924458
"294","WL","2013-07-25","holopedium",2835.05004908236
"295","EL","2013-07-25","daphnia",18618.1161337384
"296","EL","2013-07-25","cyclopoid",17334.6393484625
"297","EL","2013-07-25","holopedium",552.043357261144
"298","EL","2013-07-31","daphnia",46659.6986019795
"299","EL","2013-07-31","cyclopoid",21220.0130841027
"300","EL","2013-07-31","holopedium",8100.43037104539
"301","WL","2013-07-31","daphnia",3100.96781895601
"302","WL","2013-07-31","cyclopoid",20936.5002693308
"303","WL","2013-07-31","holopedium",10218.4324433934
"304","EL","2013-08-16","daphnia",7631.19520355462
"305","EL","2013-08-16","cyclopoid",33145.2345273946
"306","EL","2013-08-16","holopedium",3655.32837900379
"307","EL","2013-08-16","bosmina",16.0445261130387
"308","WL","2013-08-16","daphnia",13369.1783475671
"309","WL","2013-08-16","cyclopoid",43367.2471669639
"310","WL","2013-08-16","holopedium",20307.9917653947
