32,5,BE_DeepHole_20110712_0935_tow_8_ZoopSurv.Sample.20110517,BE,DeepHole,7/12/11,7/12/11 9:35,tow,0,8,cyclopoid,161,3.43,15104.42,0.05,ZoopCounts.20110601
33,5,BE_DeepHole_20110712_0935_tow_8_ZoopSurv.Sample.20110517,BE,DeepHole,7/12/11,7/12/11 9:35,tow,0,8,daphnia,37,9.88,3471.2,0.03,ZoopCounts.20110601
34,5,BE_DeepHole_20110712_0935_tow_8_ZoopSurv.Sample.20110517,BE,DeepHole,7/12/11,7/12/11 9:35,tow,0,8,diaphanosoma,18,0.68,1688.69,0.001148309,ZoopCounts.20110601
35,5,BE_DeepHole_20110712_0935_tow_8_ZoopSurv.Sample.20110517,BE,DeepHole,7/12/11,7/12/11 9:35,tow,0,8,holopedium,128,12.89,12008.48,0.15,ZoopCounts.20110601
36,5,BE_DeepHole_20110718_1110_tow_9_ZoopSurv.Sample.20110517,BE,DeepHole,7/18/11,7/18/11 11:10,tow,0,9,bosmina,3,0.62,154.02,9.55E-05,ZoopCounts.20110601
37,5,BE_DeepHole_20110718_1110_tow_9_ZoopSurv.Sample.20110517,BE,DeepHole,7/18/11,7/18/11 11:10,tow,0,9,calanoid,120,1.73,6161.14,0.01,ZoopCounts.20110601
38,5,BE_DeepHole_20110718_1110_tow_9_ZoopSurv.Sample.20110517,BE,DeepHole,7/18/11,7/18/11 11:10,tow,0,9,cyclopoid,110,6.56,5647.71,0.03,ZoopCounts.20110601
39,5,BE_DeepHole_20110718_1110_tow_9_ZoopSurv.Sample.20110517,BE,DeepHole,7/18/11,7/18/11 11:10,tow,0,9,daphnia,25,9.87,1283.56,0.01,ZoopCounts.20110601
40,5,BE_DeepHole_20110718_1110_tow_9_ZoopSurv.Sample.20110517,BE,DeepHole,7/18/11,7/18/11 11:10,tow,0,9,diaphanosoma,15,0.98,770.14,0.000754739,ZoopCounts.20110601
41,5,BA_DeepHole_20110523_1400_tow_10.5_ZoopSurv.Sample.20110517,BA,DeepHole,5/23/11,5/23/11 14:00,tow,0,10.5,bosmina,70,1.16,3224.91,0.003740896,ZoopCounts.20110601
42,5,BA_DeepHole_20110523_1400_tow_10.5_ZoopSurv.Sample.20110517,BA,DeepHole,5/23/11,5/23/11 14:00,tow,0,10.5,calanoid,161,5.47,7417.29,0.04,ZoopCounts.20110601
43,5,BA_DeepHole_20110523_1400_tow_10.5_ZoopSurv.Sample.20110517,BA,DeepHole,5/23/11,5/23/11 14:00,tow,0,10.5,cyclopoid,560,3.43,25799.31,0.08,ZoopCounts.20110601
44,5,BA_DeepHole_20110523_1400_tow_10.5_ZoopSurv.Sample.20110517,BA,DeepHole,5/23/11,5/23/11 14:00,tow,0,10.5,holopedium,36,7.4,1658.52,0.01,ZoopCounts.20110601
45,5,BA_DeepHole_20110530_1641_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,5/30/11,5/30/11 16:41,tow,0,8,bosmina,109,1.58,8552.68,0.01,ZoopCounts.20110601
46,5,BA_DeepHole_20110530_1641_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,5/30/11,5/30/11 16:41,tow,0,8,calanoid,590,3.03,46294.36,0.14,ZoopCounts.20110601
47,5,BA_DeepHole_20110530_1641_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,5/30/11,5/30/11 16:41,tow,0,8,cyclopoid,436,7.76,34210.75,0.26,ZoopCounts.20110601
48,5,BA_DeepHole_20110530_1641_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,5/30/11,5/30/11 16:41,tow,0,8,daphnia,10,11.9,784.65,0.009337335,ZoopCounts.20110601
49,5,BA_DeepHole_20110530_1641_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,5/30/11,5/30/11 16:41,tow,0,8,diaphanosoma,1,0.48,78.46,3.77E-05,ZoopCounts.20110601
50,5,BA_DeepHole_20110530_1641_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,5/30/11,5/30/11 16:41,tow,0,8,holopedium,109,3.5,8552.68,0.02,ZoopCounts.20110601
51,5,BA_DeepHole_20110606_1111_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/6/11,6/6/11 11:11,tow,0,8,bosmina,13,2.17,787.47,0.00170881,ZoopCounts.20110601
52,5,BA_DeepHole_20110606_1111_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/6/11,6/6/11 11:11,tow,0,8,calanoid,238,3.41,14416.78,0.04,ZoopCounts.20110601
53,5,BA_DeepHole_20110606_1111_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/6/11,6/6/11 11:11,tow,0,8,cyclopoid,132,13.65,7995.86,0.1,ZoopCounts.20110601
54,5,BA_DeepHole_20110606_1111_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/6/11,6/6/11 11:11,tow,0,8,daphnia,17,12.77,1029.77,0.01,ZoopCounts.20110601
55,5,BA_DeepHole_20110606_1111_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/6/11,6/6/11 11:11,tow,0,8,holopedium,171,7.8,10358.27,0.08,ZoopCounts.20110601
56,5,BA_DeepHole_20110613_1017_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/13/11,6/13/11 10:17,tow,0,8,bosmina,7,2.2,453.11,0.000996842,ZoopCounts.20110601
57,5,BA_DeepHole_20110613_1017_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/13/11,6/13/11 10:17,tow,0,8,calanoid,496,1.59,32106.15,0.05,ZoopCounts.20110601
58,5,BA_DeepHole_20110613_1017_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/13/11,6/13/11 10:17,tow,0,8,cyclopoid,131,6.94,8479.64,0.05,ZoopCounts.20110601
59,5,BA_DeepHole_20110613_1017_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/13/11,6/13/11 10:17,tow,0,8,daphnia,34,14.72,2200.82,0.03,ZoopCounts.20110601
60,5,BA_DeepHole_20110613_1017_tow_8_ZoopSurv.Sample.20110517,BA,DeepHole,6/13/11,6/13/11 10:17,tow,0,8,holopedium,56,10.65,3624.88,0.03,ZoopCounts.20110601
61,14,BA_DeepHole_20120731_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/31/12,7/31/12 8:15,tow,0,6.5,daphnia,367,9.87,8000.55,0.78,ZoopCounts.20110601
62,14,BA_DeepHole_20120731_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/31/12,7/31/12 8:15,tow,0,6.5,calanoid,556,2.14,12120.72,0.26,ZoopCounts.20110601
63,14,BA_DeepHole_20120731_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/31/12,7/31/12 8:15,tow,0,6.5,cyclopoid,47,5.19,1024.59,0.05,ZoopCounts.20110601
64,14,BA_DeepHole_20120731_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/31/12,7/31/12 8:15,tow,0,6.5,holopedium,115,13,2506.98,0.32,ZoopCounts.20110601
65,14,BA_DeepHole_20120709_0915_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/9/12,7/9/12 9:15,tow,0,6.5,daphnia,15,16.64,210.33,0.03,ZoopCounts.20110601
66,14,BA_DeepHole_20120709_0915_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/9/12,7/9/12 9:15,tow,0,6.5,calanoid,496,2.36,6955.2,0.16,ZoopCounts.20110601
67,14,BA_DeepHole_20120709_0915_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/9/12,7/9/12 9:15,tow,0,6.5,holopedium,479,19.48,6716.82,1.3,ZoopCounts.20110601
68,14,BA_DeepHole_20120717_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/17/12,7/17/12 8:15,tow,0,6.5,daphnia,556,13.51,21592.39,2.91,ZoopCounts.20110601
69,14,BA_DeepHole_20120717_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/17/12,7/17/12 8:15,tow,0,6.5,calanoid,248,2.57,9631.14,0.24,ZoopCounts.20110601
70,14,BA_DeepHole_20120717_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/17/12,7/17/12 8:15,tow,0,6.5,cyclopoid,145,6.86,5631.11,0.38,ZoopCounts.20110601
71,14,BA_DeepHole_20120717_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/17/12,7/17/12 8:15,tow,0,6.5,bosmina,7,1.34,271.84,0.003664558,ZoopCounts.20110601
72,14,BA_DeepHole_20120717_0815_tow_6.5_zoop.tow.Sample.20120501,BA,DeepHole,7/17/12,7/17/12 8:15,tow,0,6.5,holopedium,40,8.35,1553.4,0.12,ZoopCounts.20110601
73,14,BE_DeepHole_20120718_0915_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/18/12,7/18/12 9:15,tow,0,11,daphnia,12,5.86,260.58,0.001528062,ZoopCounts.20110601
74,14,BE_DeepHole_20120718_0915_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/18/12,7/18/12 9:15,tow,0,11,cyclopoid,90,6.76,1954.35,0.01,ZoopCounts.20110601
75,14,BE_DeepHole_20120718_0915_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/18/12,7/18/12 9:15,tow,0,11,holopedium,836,6.96,18153.76,0.12,ZoopCounts.20110601
76,14,BE_DeepHole_20120727_0815_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/27/12,7/27/12 8:15,tow,0,11,daphnia,70,6.51,1917.25,0.12,ZoopCounts.20110601
77,14,BE_DeepHole_20120727_0815_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/27/12,7/27/12 8:15,tow,0,11,calanoid,208,1.72,5696.97,0.09,ZoopCounts.20110601
78,14,BE_DeepHole_20120727_0815_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/27/12,7/27/12 8:15,tow,0,11,cyclopoid,334,9.06,9148.02,0.82,ZoopCounts.20110601
79,5,BA_DeepHole_20110620_1330_tow_7_ZoopSurv.Sample.20110517,BA,DeepHole,6/20/11,6/20/11 13:30,tow,0,7,bosmina,2,1.7,138.53,0.000235503,ZoopCounts.20110601
80,5,BA_DeepHole_20110620_1330_tow_7_ZoopSurv.Sample.20110517,BA,DeepHole,6/20/11,6/20/11 13:30,tow,0,7,calanoid,232,1.51,16069.87,0.02,ZoopCounts.20110601
81,14,BE_DeepHole_20120727_0815_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/27/12,7/27/12 8:15,tow,0,11,bosmina,73,0.94,1999.41,0.01,ZoopCounts.20110601
82,14,BE_DeepHole_20120727_0815_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/27/12,7/27/12 8:15,tow,0,11,holopedium,31,11.76,849.06,0.09,ZoopCounts.20110601
83,14,BE_DeepHole_20120727_0815_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/27/12,7/27/12 8:15,tow,0,11,diaphanosoma,7,1.54,191.72,0.002969629,ZoopCounts.20110601
84,14,BE_DeepHole_20120727_0815_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,7/27/12,7/27/12 8:15,tow,0,11,chydorus,3,0.87,82.16,0.000714861,ZoopCounts.20110601
85,14,BE_DeepHole_20120611_0915_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,6/11/12,6/11/12 9:15,tow,0,11,daphnia,73,16.26,317.54,0.05,ZoopCounts.20110601
86,14,BE_DeepHole_20120611_0915_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,6/11/12,6/11/12 9:15,tow,0,11,calanoid,32,1.98,139.19,0.002759077,ZoopCounts.20110601
87,14,BE_DeepHole_20120611_0915_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,6/11/12,6/11/12 9:15,tow,0,11,cyclopoid,154,3.37,669.88,0.02,ZoopCounts.20110601
88,14,BE_DeepHole_20120611_0915_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,6/11/12,6/11/12 9:15,tow,0,11,bosmina,707,0.43,3075.37,0.01,ZoopCounts.20110601
89,14,BE_DeepHole_20120611_0915_tow_11_zoop.tow.Sample.20120501,BE,DeepHole,6/11/12,6/11/12 9:15,tow,0,11,holopedium,12,7.56,52.19,0.003950893,ZoopCounts.20110601
90,14,BR_DeepHole_20120726_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/26/12,7/26/12 9:15,tow,0,4,daphnia,138,3.95,3191.91,0.12,ZoopCounts.20110601
91,14,BR_DeepHole_20120726_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/26/12,7/26/12 9:15,tow,0,4,cyclopoid,689,1,15936.44,0.16,ZoopCounts.20110601
92,14,BR_DeepHole_20120726_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/26/12,7/26/12 9:15,tow,0,4,bosmina,34,0.97,786.41,0.007677496,ZoopCounts.20110601
93,14,BR_DeepHole_20120726_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/26/12,7/26/12 9:15,tow,0,4,holopedium,6,7.98,138.77,0.01,ZoopCounts.20110601
94,14,BR_DeepHole_20120726_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/26/12,7/26/12 9:15,tow,0,4,diaphanosoma,94,1.59,2174.2,0.03,ZoopCounts.20110601
95,14,BR_DeepHole_20120613_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,6/13/12,6/13/12 9:15,tow,0,4,daphnia,215,7.4,10268.87,0.76,ZoopCounts.20110601
96,14,BR_DeepHole_20120613_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,6/13/12,6/13/12 9:15,tow,0,4,cyclopoid,603,1.51,28800.6,0.43,ZoopCounts.20110601
97,14,BR_DeepHole_20120613_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,6/13/12,6/13/12 9:15,tow,0,4,holopedium,35,8.78,1671.67,0.14,ZoopCounts.20110601
98,14,BR_DeepHole_20120613_0915_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,6/13/12,6/13/12 9:15,tow,0,4,diaphanosoma,22,1.59,1050.76,0.01,ZoopCounts.20110601
99,14,BR_DeepHole_20120712_0815_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/12/12,7/12/12 8:15,tow,0,4,daphnia,442,18.08,42259.13,7.64,ZoopCounts.20110601
100,14,BR_DeepHole_20120712_0815_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/12/12,7/12/12 8:15,tow,0,4,calanoid,2,1.92,191.21,0.003678253,ZoopCounts.20110601
101,14,BR_DeepHole_20120712_0815_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/12/12,7/12/12 8:15,tow,0,4,cyclopoid,662,1.17,63293.1,0.74,ZoopCounts.20110601
102,14,BR_DeepHole_20120712_0815_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/12/12,7/12/12 8:15,tow,0,4,bosmina,9,0.55,860.48,0.004766132,ZoopCounts.20110601
103,14,BR_DeepHole_20120712_0815_tow_4_zoop.tow.Sample.20120501,BR,DeepHole,7/12/12,7/12/12 8:15,tow,0,4,holopedium,1,9.98,95.6,0.00954177,ZoopCounts.20110601
104,14,CR_DeepHole_20120726_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/26/12,7/26/12 9:15,tow,0,12,daphnia,100,9.84,5509.36,0.54,ZoopCounts.20110601
105,14,CR_DeepHole_20120726_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/26/12,7/26/12 9:15,tow,0,12,calanoid,381,2.08,20990.67,0.43,ZoopCounts.20110601
106,14,CR_DeepHole_20120726_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/26/12,7/26/12 9:15,tow,0,12,cyclopoid,207,8.45,11404.38,0.96,ZoopCounts.20110601
107,14,CR_DeepHole_20120726_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/26/12,7/26/12 9:15,tow,0,12,bosmina,240,0.43,13222.47,0.05,ZoopCounts.20110601
108,14,CR_DeepHole_20120726_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/26/12,7/26/12 9:15,tow,0,12,holopedium,38,50.96,2093.55,1.06,ZoopCounts.20110601
109,14,CR_DeepHole_20120712_0815_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/12/12,7/12/12 8:15,tow,0,12,daphnia,25,13.94,250.73,0.03,ZoopCounts.20110601
110,14,CR_DeepHole_20120712_0815_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/12/12,7/12/12 8:15,tow,0,12,calanoid,924,1.67,9267.2,0.15,ZoopCounts.20110601
111,14,CR_DeepHole_20120712_0815_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/12/12,7/12/12 8:15,tow,0,12,cyclopoid,8,5.32,80.23,0.004270869,ZoopCounts.20110601
112,14,CR_DeepHole_20120712_0815_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/12/12,7/12/12 8:15,tow,0,12,holopedium,32,22.04,320.94,0.07,ZoopCounts.20110601
113,14,CR_DeepHole_20120712_0815_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/12/12,7/12/12 8:15,tow,0,12,diaphanosoma,5,2.4,50.14,0.001206912,ZoopCounts.20110601
114,14,CR_DeepHole_20120719_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/19/12,7/19/12 9:15,tow,0,12,daphnia,19,4.34,237.98,0.01,ZoopCounts.20110601
115,14,CR_DeepHole_20120719_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/19/12,7/19/12 9:15,tow,0,12,calanoid,692,1.73,8667.57,0.15,ZoopCounts.20110601
116,14,CR_DeepHole_20120719_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/19/12,7/19/12 9:15,tow,0,12,cyclopoid,138,3.14,1728.5,0.05,ZoopCounts.20110601
117,14,CR_DeepHole_20120719_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/19/12,7/19/12 9:15,tow,0,12,bosmina,74,0.42,926.87,0.003901907,ZoopCounts.20110601
118,14,CR_DeepHole_20120719_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/19/12,7/19/12 9:15,tow,0,12,holopedium,49,20.04,613.74,0.12,ZoopCounts.20110601
119,14,CR_DeepHole_20120719_0915_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,7/19/12,7/19/12 9:15,tow,0,12,diaphanosoma,25,1.39,313.13,0.004354721,ZoopCounts.20110601
120,14,CR_DeepHole_20120613_0815_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,6/13/12,6/13/12 8:15,tow,0,12,calanoid,225,1.91,1183.4,0.02,ZoopCounts.20110601
121,14,CR_DeepHole_20120613_0815_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,6/13/12,6/13/12 8:15,tow,0,12,cyclopoid,759,1.38,3992.02,0.05,ZoopCounts.20110601
122,14,CR_DeepHole_20120613_0815_tow_12_zoop.tow.Sample.20120501,CR,DeepHole,6/13/12,6/13/12 8:15,tow,0,12,holopedium,6,8.53,31.55,0.002693784,ZoopCounts.20110601
123,14,HB_DeepHole_20120629_0915_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,6/29/12,6/29/12 9:15,tow,0,6,daphnia,59,2.36,4144,0.09,ZoopCounts.20110601
124,14,HB_DeepHole_20120629_0915_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,6/29/12,6/29/12 9:15,tow,0,6,cyclopoid,699,1.09,49095.91,0.53,ZoopCounts.20110601
125,14,HB_DeepHole_20120629_0915_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,6/29/12,6/29/12 9:15,tow,0,6,bosmina,371,0.43,26058.06,0.11,ZoopCounts.20110601
126,14,HB_DeepHole_20120720_1015_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,7/20/12,7/20/12 10:15,tow,0,6,daphnia,167,2.92,2082.1,0.06,ZoopCounts.20110601
127,14,HB_DeepHole_20120720_1015_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,7/20/12,7/20/12 10:15,tow,0,6,calanoid,5,1.85,62.33,0.001153263,ZoopCounts.20110601
128,14,HB_DeepHole_20120720_1015_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,7/20/12,7/20/12 10:15,tow,0,6,cyclopoid,670,1.21,8353.36,0.1,ZoopCounts.20110601
129,14,HB_DeepHole_20120720_1015_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,7/20/12,7/20/12 10:15,tow,0,6,bosmina,179,0.44,2231.72,0.009915568,ZoopCounts.20110601
130,14,HB_DeepHole_20120720_1015_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,7/20/12,7/20/12 10:15,tow,0,6,holopedium,26,4.53,324.16,0.01,ZoopCounts.20110601
131,14,HB_DeepHole_20120720_1015_tow_6_zoop.tow.Sample.20120501,HB,DeepHole,7/20/12,7/20/12 10:15,tow,0,6,diaphanosoma,3,3.17,37.4,0.001186763,ZoopCounts.20110601
