lakeID,dateSample,taxa,lengthPixels,widthPixels,magnification
EL,6/13/12,Daphnia,150.685,,2.5
EL,6/13/12,Daphnia,111.521,,2.5
EL,6/13/12,Daphnia,92.201,,2.5
EL,6/13/12,Daphnia,77.647,,2.5
EL,6/13/12,Daphnia,225.938,,2.5
EL,6/13/12,Daphnia,210.846,,2.5
EL,6/13/12,Daphnia,93.392,,2.5
EL,6/13/12,Daphnia,116.039,,2.5
EL,6/13/12,Daphnia,108.374,,2.5
EL,6/13/12,Daphnia,160.066,,2.5
EL,6/13/12,Daphnia,181.706,,2.5
EL,6/13/12,Daphnia,94.541,,2.5
EL,6/13/12,Daphnia,165.027,,2.5
EL,6/13/12,Daphnia,204.561,,2.5
EL,6/13/12,Daphnia,103.31,,2.5
EL,6/13/12,Daphnia,195.88,,2.5
EL,6/13/12,Daphnia,165.895,,2.5
EL,6/13/12,Daphnia,186.462,,2.5
EL,6/13/12,Daphnia,149.272,,2.5
EL,6/13/12,Holopedium,56.321,,3.2
EL,6/13/12,Holopedium,57.315,,3.2
EL,6/13/12,Holopedium,34,,3.2
EL,6/13/12,Holopedium,67.067,,3.2
EL,6/13/12,Holopedium,43.909,,3.2
EL,6/13/12,Holopedium,39.013,,3.2
EL,6/13/12,Holopedium,35.014,,3.2
EL,6/13/12,Holopedium,55.785,,3.2
EL,6/13/12,Holopedium,33.242,,3.2
EL,6/13/12,Holopedium,64.07,,3.2
EL,6/13/12,Holopedium,33.422,,3.2
EL,6/13/12,Holopedium,29.411,,3.2
EL,6/13/12,Holopedium,40,,3.2
EL,6/13/12,Holopedium,34,,3.2
EL,6/13/12,Holopedium,41.11,,3.2
EL,6/13/12,Holopedium,28.601,,3.2
EL,6/13/12,Holopedium,60.828,,3.2
EL,6/13/12,Holopedium,38.288,,3.2
EL,6/13/12,Holopedium,37.656,,3.2
EL,6/13/12,Holopedium,58.052,,3.2
EL,6/13/12,Holopedium,53,,3.2
EL,6/13/12,Holopedium,21.471,,3.2
EL,6/13/12,Holopedium,58.856,,3.2
EL,6/13/12,Holopedium,32.202,,3.2
EL,6/13/12,Holopedium,50.695,,3.2
EL,6/20/12,Bosmina,47.17,,4
EL,6/20/12,Chaoborus,438.498,45.122,0.63
EL,6/20/12,Chaoborus,388.657,18.385,0.63
EL,6/20/12,Chaoborus,266.759,41.785,0.63
EL,6/20/12,Chaoborus,438.48,35.511,0.63
EL,6/20/12,Chaoborus,272.209,37,0.63
EL,6/20/12,Chaoborus,370.564,34.132,0.63
EL,6/20/12,Chaoborus,442.665,39.699,0.63
EL,6/20/12,Chaoborus,412.27,51.157,0.63
EL,6/20/12,Chaoborus,427.159,42.544,0.63
EL,6/20/12,Chaoborus,430.223,44.294,0.63
EL,6/20/12,Chaoborus,215.12,19.105,0.63
EL,6/20/12,Chaoborus,241.51,17.889,0.63
EL,6/20/12,Chaoborus,352.343,40.012,0.63
EL,6/20/12,Chaoborus,279.241,26.077,0.63
EL,6/20/12,Chaoborus,398.285,40.608,0.63
EL,6/20/12,Chaoborus,390.158,25.08,0.63
EL,6/20/12,Chaoborus,266.55,38.949,0.63
EL,6/20/12,Chaoborus,352.966,47.202,0.63
EL,6/20/12,Chaoborus,465.412,51.42,0.63
EL,6/20/12,Chaoborus,437.609,50.774,0.63
EL,6/20/12,Cyclopoids,150.333,,3.2
EL,6/20/12,Cyclopoids,84.345,,3.2
EL,6/20/12,Cyclopoids,77.621,,3.2
EL,6/20/12,Cyclopoids,101,,3.2
EL,6/20/12,Cyclopoids,80.056,,3.2
EL,6/20/12,Cyclopoids,88.023,,3.2
EL,6/20/12,Cyclopoids,212.078,,3.2
EL,6/20/12,Cyclopoids,76.903,,3.2
EL,6/20/12,Cyclopoids,83.6,,3.2
EL,6/20/12,Cyclopoids,128.705,,3.2
EL,6/20/12,Cyclopoids,133.405,,3.2
EL,6/20/12,Cyclopoids,100.499,,3.2
EL,6/20/12,Cyclopoids,87.664,,3.2
EL,6/20/12,Cyclopoids,66.648,,3.2
EL,6/20/12,Cyclopoids,152.306,,3.2
EL,6/20/12,Cyclopoids,133.36,,3.2
EL,6/20/12,Cyclopoids,74.947,,3.2
EL,6/20/12,Cyclopoids,65.947,,3.2
EL,6/20/12,Cyclopoids,209.881,,3.2
EL,6/20/12,Cyclopoids,138.062,,3.2
EL,6/20/12,Cyclopoids,213.79,,3.2
EL,6/20/12,Cyclopoids,90.139,,3.2
EL,6/20/12,Cyclopoids,72.993,,3.2
EL,6/20/12,Cyclopoids,94.937,,3.2
EL,6/20/12,Cyclopoids,101.514,,3.2
EL,6/20/12,Cyclopoids,152.594,,3.2
EL,6/20/12,Cyclopoids,102.083,,3.2
EL,6/20/12,Daphnia,121.807,,2.5
EL,6/20/12,Daphnia,100.568,,2.5
EL,6/20/12,Daphnia,82.201,,2.5
EL,6/20/12,Daphnia,105.475,,2.5
EL,6/20/12,Daphnia,87.476,,2.5
EL,6/20/12,Daphnia,117.924,,2.5
EL,6/20/12,Daphnia,163.368,,2.5
EL,6/20/12,Daphnia,105.262,,2.5
EL,6/20/12,Daphnia,123.471,,2.5
EL,6/20/12,Daphnia,90.477,,2.5
EL,6/20/12,Daphnia,100.623,,2.5
EL,6/20/12,Daphnia,105.119,,2.5
EL,6/20/12,Daphnia,120.603,,2.5
EL,6/20/12,Daphnia,119.817,,2.5
EL,6/20/12,Daphnia,193.313,,2.5
EL,6/20/12,Daphnia,116.245,,2.5
EL,6/20/12,Daphnia,104.446,,2.5
EL,6/20/12,Daphnia,123.843,,2.5
EL,6/20/12,Daphnia,187.864,,2.5
EL,6/20/12,Daphnia,105.119,,2.5
EL,6/20/12,Daphnia,103.73,,2.5
EL,6/20/12,Daphnia,132.378,,2.5
EL,6/20/12,Daphnia,93.68,,2.5
EL,6/20/12,Daphnia,100,,2.5
EL,6/20/12,Daphnia,119.754,,2.5
EL,6/20/12,Holopedium,73.926,,3.2
EL,6/20/12,Holopedium,60.539,,3.2
EL,6/20/12,Holopedium,39.115,,3.2
EL,6/20/12,Holopedium,34,,3.2
EL,6/20/12,Holopedium,51.039,,3.2
EL,6/20/12,Holopedium,49.649,,3.2
EL,6/20/12,Holopedium,56.045,,3.2
EL,6/20/12,Holopedium,21.541,,3.2
EL,6/20/12,Holopedium,22.023,,3.2
EL,6/20/12,Holopedium,52.01,,3.2
EL,6/20/12,Holopedium,26.926,,3.2
EL,6/20/12,Holopedium,28.425,,3.2
EL,6/20/12,Holopedium,63.063,,3.2
EL,6/20/12,Holopedium,23.087,,3.2
EL,6/20/12,Holopedium,22.204,,3.2
EL,6/20/12,Holopedium,41.231,,3.2
EL,6/20/12,Holopedium,49.336,,3.2
EL,6/20/12,Holopedium,24.698,,3.2
EL,6/20/12,Holopedium,20.125,,3.2
EL,6/20/12,Holopedium,62.394,,3.2
EL,6/20/12,Holopedium,61.62,,3.2
EL,6/20/12,Holopedium,29.069,,3.2
EL,6/20/12,Holopedium,52.555,,3.2
EL,6/20/12,Holopedium,56.851,,3.2
EL,6/27/12,Chaoborus,326.433,47.424,0.63
EL,6/27/12,Chaoborus,457.738,49.031,0.63
EL,6/27/12,Chaoborus,367.984,45.695,0.63
EL,6/27/12,Chaoborus,197.264,25.632,0.63
EL,6/27/12,Chaoborus,384.586,42.802,0.63
EL,6/27/12,Chaoborus,348.487,32.696,0.63
EL,6/27/12,Chaoborus,380.682,41.304,0.63
EL,6/27/12,Chaoborus,301.051,28.862,0.63
EL,6/27/12,Chaoborus,356.986,41,0.63
EL,6/27/12,Chaoborus,339.473,41.146,0.63
EL,6/27/12,Chaoborus,351.091,38.588,0.63
EL,6/27/12,Chaoborus,278.678,27.857,0.63
EL,6/27/12,Chaoborus,404.249,35.014,0.63
EL,6/27/12,Chaoborus,400.593,37.162,0.63
EL,6/27/12,Chaoborus,363.558,49.01,0.63
EL,6/27/12,Chaoborus,270.206,31.048,0.63
EL,6/27/12,Chaoborus,444.123,30.414,0.63
EL,6/27/12,Chaoborus,498.639,40.608,0.63
EL,6/27/12,Chaoborus,352.449,46.669,0.63
EL,6/27/12,Chaoborus,241,25.239,0.63
EL,6/27/12,Chaoborus,357.858,42.297,0.63
EL,6/27/12,Chaoborus,357.785,31.401,0.63
EL,6/27/12,Chaoborus,366.486,36.139,0.63
EL,6/27/12,Chaoborus,369.923,41,0.63
EL,6/27/12,Chaoborus,342.547,44.204,0.63
EL,6/27/12,Chaoborus,406.721,33.615,0.63
EL,6/27/12,Chaoborus,383.669,54.708,0.63
EL,6/27/12,Chaoborus,425.809,41.869,0.63
EL,6/27/12,Chaoborus,391.761,40.497,0.63
EL,6/27/12,Chaoborus,385.815,36.401,0.63
EL,6/27/12,Chaoborus,353.957,38.184,0.63
EL,6/27/12,Cyclopoids,132.85,,3.2
EL,6/27/12,Cyclopoids,139.09,,3.2
EL,6/27/12,Cyclopoids,170.3,,3.2
EL,6/27/12,Cyclopoids,108.674,,3.2
EL,6/27/12,Cyclopoids,179.279,,3.2
EL,6/27/12,Cyclopoids,148.327,,3.2
EL,6/27/12,Cyclopoids,177.279,,3.2
EL,6/27/12,Cyclopoids,108.904,,3.2
EL,6/27/12,Cyclopoids,151.212,,3.2
EL,6/27/12,Cyclopoids,91.984,,3.2
EL,6/27/12,Cyclopoids,74.465,,3.2
EL,6/27/12,Cyclopoids,79.706,,3.2
EL,6/27/12,Cyclopoids,204.788,,3.2
EL,6/27/12,Cyclopoids,144.087,,3.2
EL,6/27/12,Cyclopoids,99.403,,3.2
EL,6/27/12,Cyclopoids,90.785,,3.2
EL,6/27/12,Cyclopoids,70.831,,3.2
EL,6/27/12,Cyclopoids,85.586,,3.2
EL,6/27/12,Cyclopoids,96.747,,3.2
EL,6/27/12,Cyclopoids,83.217,,3.2
EL,6/27/12,Cyclopoids,88.091,,3.2
EL,6/27/12,Cyclopoids,81.025,,3.2
EL,6/27/12,Cyclopoids,82.006,,3.2
EL,6/27/12,Cyclopoids,87.321,,3.2
EL,6/27/12,Cyclopoids,88.549,,3.2
EL,6/27/12,Cyclopoids,132.004,,3.2
EL,6/27/12,Cyclopoids,72.25,,3.2
EL,6/27/12,Cyclopoids,136.062,,3.2
EL,6/27/12,Daphnia,187.779,,2
EL,6/27/12,Daphnia,136.033,,2
EL,6/27/12,Daphnia,103.856,,2
EL,6/27/12,Daphnia,185.162,,2
EL,6/27/12,Daphnia,139.262,,2
EL,6/27/12,Daphnia,108.522,,2
EL,6/27/12,Daphnia,127.906,,2
EL,6/27/12,Daphnia,71.847,,2
EL,6/27/12,Daphnia,68.007,,2
EL,6/27/12,Daphnia,66.761,,2
EL,6/27/12,Daphnia,121.264,,2
EL,6/27/12,Daphnia,111.072,,2
EL,6/27/12,Daphnia,135.447,,2
EL,6/27/12,Daphnia,178.34,,2
EL,6/27/12,Daphnia,91.269,,2
EL,6/27/12,Daphnia,116.25,,2
EL,6/27/12,Daphnia,124.483,,2
EL,6/27/12,Daphnia,118.258,,2
EL,6/27/12,Daphnia,103.586,,2
EL,6/27/12,Daphnia,172.235,,2
EL,6/27/12,Daphnia,128.725,,2
EL,6/27/12,Daphnia,190.434,,2
EL,6/27/12,Daphnia,121.754,,2
EL,6/27/12,Daphnia,174.897,,2
EL,6/27/12,Daphnia,185.809,,2
EL,6/27/12,Daphnia,137.801,,2
EL,6/27/12,Daphnia,131.795,,2
EL,6/27/12,Holopedium,21.541,,3.2
EL,6/27/12,Holopedium,54.745,,3.2
EL,6/27/12,Holopedium,53.038,,3.2
EL,6/27/12,Holopedium,70.235,,3.2
EL,6/27/12,Holopedium,58.523,,3.2
EL,6/27/12,Holopedium,61.033,,3.2
EL,6/27/12,Holopedium,37.656,,3.2
EL,6/27/12,Holopedium,50.21,,3.2
EL,6/27/12,Holopedium,48.847,,3.2
EL,6/27/12,Holopedium,48.26,,3.2
EL,6/27/12,Holopedium,48.918,,3.2
EL,6/27/12,Holopedium,35.847,,3.2
EL,6/27/12,Holopedium,62.434,,3.2
EL,6/27/12,Holopedium,57.628,,3.2
EL,6/27/12,Holopedium,46.487,,3.2
EL,6/27/12,Holopedium,55.785,,3.2
EL,6/27/12,Holopedium,48.27,,3.2
EL,6/27/12,Holopedium,41.183,,3.2
EL,6/27/12,Holopedium,44.011,,3.2
EL,6/27/12,Holopedium,61.855,,3.2
EL,6/27/12,Holopedium,60.017,,3.2
EL,6/27/12,Holopedium,56.569,,3.2
EL,6/27/12,Holopedium,62.266,,3.2
EL,6/27/12,Holopedium,45.255,,3.2
WL,5/30/13,Chaoborus,368.427,59.211,0.63
WL,5/30/13,Chaoborus,314.516,36.346,0.63
WL,5/30/13,Chaoborus,312.663,41.629,0.63
WL,5/30/13,Chaoborus,363.539,35.114,0.63
WL,5/30/13,Chaoborus,381.755,41.593,0.63
WL,5/30/13,Chaoborus,375.836,43.012,0.63
WL,5/30/13,Chaoborus,366.088,38.484,0.63
WL,5/30/13,Chaoborus,314.429,45.188,0.63
WL,5/30/13,Chaoborus,346.784,59.034,0.63
WL,5/30/13,Chaoborus,247.05,33.242,0.63
WL,5/30/13,Chaoborus,195.281,31.305,0.63
WL,5/30/13,Chaoborus,333.404,33.377,0.63
WL,5/30/13,Chaoborus,344.224,33.526,0.63
WL,5/30/13,Chaoborus,264.316,41,0.63
WL,5/30/13,Chaoborus,186.189,38.949,0.63
WL,5/30/13,Chaoborus,345.275,39.623,0.63
WL,5/30/13,Chaoborus,296.053,43.932,0.63
WL,5/30/13,Chaoborus,360.168,36.401,0.63
WL,5/30/13,Chaoborus,353.617,37.643,0.63
WL,5/30/13,Chaoborus,289.08,30.414,0.63
WL,5/30/13,Chaoborus,332.725,46.011,0.63
WL,5/30/13,Chaoborus,271.565,45.695,0.63
WL,5/30/13,Chaoborus,438.866,34.928,0.63
WL,5/30/13,Chaoborus,287.871,32.558,0.63
WL,5/30/13,Chaoborus,361.744,39.408,0.63
WL,5/30/13,Chaoborus,330.794,40.817,0.63
WL,5/30/13,Chaoborus,301.859,41.012,0.63
WL,5/30/13,Chaoborus,391.013,35.468,0.63
WL,5/30/13,Cyclopoids,175.414,,4
WL,5/30/13,Cyclopoids,179.201,,4
WL,5/30/13,Cyclopoids,86.977,,4
WL,5/30/13,Cyclopoids,79.649,,4
WL,5/30/13,Cyclopoids,61.074,,4
WL,5/30/13,Cyclopoids,71.421,,4
WL,5/30/13,Cyclopoids,81.492,,4
WL,5/30/13,Cyclopoids,114.004,,4
WL,5/30/13,Cyclopoids,94.154,,4
WL,5/30/13,Cyclopoids,80.753,,4
WL,5/30/13,Cyclopoids,66.483,,4
WL,5/30/13,Cyclopoids,88.64,,4
WL,5/30/13,Cyclopoids,91.411,,4
WL,5/30/13,Cyclopoids,80.505,,4
WL,5/30/13,Cyclopoids,110.476,,4
WL,5/30/13,Cyclopoids,68.593,,4
WL,5/30/13,Cyclopoids,90.785,,4
WL,5/30/13,Cyclopoids,81.4,,4
WL,5/30/13,Cyclopoids,60.208,,4
WL,5/30/13,Cyclopoids,71.589,,4
WL,5/30/13,Cyclopoids,77.782,,4
WL,5/30/13,Cyclopoids,91.269,,4
WL,5/30/13,Cyclopoids,157.166,,4
WL,5/30/13,Cyclopoids,90.25,,4
WL,5/30/13,Cyclopoids,88.769,,4
WL,5/30/13,Cyclopoids,189.789,,4
WL,5/30/13,Cyclopoids,76.485,,4
WL,5/30/13,Cyclopoids,67.535,,4
WL,5/30/13,Daphnia,167.92,,3.2
WL,5/30/13,Daphnia,116.842,,3.2
WL,5/30/13,Daphnia,158.521,,3.2
WL,5/30/13,Daphnia,285.911,,3.2
WL,5/30/13,Daphnia,174.428,,3.2
WL,5/30/13,Daphnia,105.076,,3.2
WL,5/30/13,Daphnia,115.802,,3.2
WL,5/30/13,Daphnia,107.541,,3.2
WL,5/30/13,Daphnia,91.526,,3.2
WL,5/30/13,Daphnia,167.765,,3.2
WL,5/30/13,Daphnia,105.65,,3.2
WL,5/30/13,Daphnia,104.547,,3.2
WL,5/30/13,Daphnia,139.635,,3.2
WL,5/30/13,Daphnia,114.215,,3.2
WL,5/30/13,Daphnia,259.422,,3.2
WL,5/30/13,Daphnia,142.902,,3.2
WL,5/30/13,Daphnia,129.838,,3.2
WL,5/30/13,Daphnia,211.967,,3.2
WL,5/30/13,Daphnia,129.097,,3.2
WL,5/30/13,Daphnia,350.629,,3.2
WL,5/30/13,Daphnia,119.34,,3.2
WL,5/30/13,Daphnia,272.415,,3.2
WL,5/30/13,Daphnia,252.66,,3.2
WL,5/30/13,Daphnia,119.05,,3.2
WL,5/30/13,Daphnia,181.041,,3.2
WL,5/30/13,Daphnia,143.757,,3.2
WL,5/30/13,Holopedium,59.464,,3.2
WL,5/30/13,Holopedium,69.26,,3.2
WL,5/30/13,Holopedium,51.42,,3.2
WL,5/30/13,Holopedium,58,,3.2
WL,5/30/13,Holopedium,45.651,,3.2
WL,5/30/13,Holopedium,49.497,,3.2
WL,5/30/13,Holopedium,30.887,,3.2
WL,5/30/13,Holopedium,34.176,,3.2
WL,5/30/13,Holopedium,39.812,,3.2
WL,5/30/13,Holopedium,61.847,,3.2
WL,5/30/13,Holopedium,48.508,,3.2
WL,5/30/13,Holopedium,38.639,,3.2
WL,5/30/13,Holopedium,45.486,,3.2
WL,5/30/13,Holopedium,49.244,,3.2
WL,5/30/13,Holopedium,45.88,,3.2
WL,5/30/13,Holopedium,61,,3.2
WL,5/30/13,Holopedium,55.218,,3.2
WL,5/30/13,Holopedium,47.297,,3.2
WL,5/30/13,Holopedium,33.136,,3.2
WL,5/30/13,Holopedium,30.594,,3.2
WL,5/30/13,Holopedium,50.922,,3.2
WL,5/30/13,Holopedium,53.16,,3.2
WL,5/30/13,Holopedium,57.871,,3.2
WL,5/30/13,Holopedium,50,,3.2
WL,5/30/13,Holopedium,52.631,,3.2
WL,6/13/12,Chaoborus,379.196,40.46,0.63
WL,6/13/12,Chaoborus,381.826,47.634,0.63
WL,6/13/12,Chaoborus,369.66,38.079,0.63
WL,6/13/12,Chaoborus,389.435,39.825,0.63
WL,6/13/12,Chaoborus,363.092,43.382,0.63
WL,6/13/12,Chaoborus,219.203,15.811,0.63
WL,6/13/12,Chaoborus,183.412,15.232,0.63
WL,6/13/12,Chaoborus,204.296,16.279,0.63
WL,6/13/12,Chaoborus,333.09,32.249,0.63
WL,6/13/12,Chaoborus,336.959,23.087,0.63
WL,6/13/12,Chaoborus,381.742,27.659,0.63
WL,6/13/12,Chaoborus,258.843,31.016,0.63
WL,6/13/12,Chaoborus,347.713,36.056,0.63
WL,6/13/12,Chaoborus,301.984,40.162,0.63
WL,6/13/12,Chaoborus,352.691,26.87,0.63
WL,6/13/12,Chaoborus,169.357,17.117,0.63
WL,6/13/12,Chaoborus,331.057,43.139,0.63
WL,6/13/12,Chaoborus,355.053,47.381,0.63
WL,6/13/12,Chaoborus,397.433,33.121,0.63
WL,6/13/12,Chaoborus,327.3,35.44,0.63
WL,6/13/12,Chaoborus,271.918,39.812,0.63
WL,6/13/12,Chaoborus,270.971,27.785,0.63
WL,6/13/12,Chaoborus,302.253,41.146,0.63
WL,6/13/12,Chaoborus,408.818,42.379,0.63
WL,6/13/12,Chaoborus,340.981,38.328,0.63
WL,6/13/12,Chaoborus,280.745,25,0.63
WL,6/13/12,Chaoborus,329.773,42.942,0.63
WL,6/13/12,Chaoborus,348.195,43.012,0.63
WL,6/13/12,Chaoborus,330.764,41.037,0.63
WL,6/13/12,Chaoborus,355.667,38.328,0.63
WL,6/13/12,Chaoborus,350.645,38.601,0.63
WL,6/13/12,Chaoborus,280.156,47.854,0.63
WL,6/13/12,Cyclopoids,108.301,,3.2
WL,6/13/12,Cyclopoids,80.062,,3.2
WL,6/13/12,Cyclopoids,87.046,,3.2
WL,6/13/12,Cyclopoids,77.337,,3.2
WL,6/13/12,Cyclopoids,83.217,,3.2
WL,6/13/12,Cyclopoids,185.321,,3.2
WL,6/13/12,Cyclopoids,56.036,,3.2
WL,6/13/12,Cyclopoids,55.471,,3.2
WL,6/13/12,Cyclopoids,73.007,,3.2
