,lakeID,dateSample,taxa,length_mm,width_mm
417,WL,7/18/12,cyclopoid,1.155,NA
418,WL,7/18/12,cyclopoid,1.132,NA
419,WL,7/18/12,daphnia,0.935,NA
420,WL,7/18/12,daphnia,0.867,NA
421,WL,7/18/12,daphnia,0.756,NA
422,WL,7/18/12,daphnia,1.174,NA
423,WL,7/18/12,daphnia,0.925,NA
424,WL,7/18/12,daphnia,1.773,NA
425,WL,7/18/12,daphnia,2.238,NA
426,WL,7/18/12,daphnia,1.319,NA
427,WL,7/18/12,daphnia,0.951,NA
428,WL,7/18/12,daphnia,1.019,NA
429,WL,7/18/12,daphnia,1.123,NA
430,WL,7/18/12,daphnia,0.921,NA
431,WL,7/18/12,daphnia,0.763,NA
432,WL,7/18/12,daphnia,1.5,NA
433,WL,7/18/12,daphnia,1.004,NA
434,WL,7/18/12,daphnia,1.188,NA
435,WL,7/18/12,daphnia,0.449,NA
436,WL,7/18/12,daphnia,0.881,NA
437,WL,7/18/12,daphnia,0.943,NA
438,WL,7/18/12,daphnia,1.209,NA
439,WL,7/18/12,daphnia,0.84,NA
440,WL,7/18/12,daphnia,1.777,NA
441,WL,7/18/12,daphnia,0.862,NA
442,WL,7/18/12,daphnia,2.426,NA
443,WL,7/18/12,daphnia,2.159,NA
444,WL,7/18/12,daphnia,1.27,NA
445,WL,7/18/12,holopedium,0.212,NA
446,WL,7/18/12,holopedium,0.438,NA
447,WL,7/18/12,holopedium,0.487,NA
448,WL,7/18/12,holopedium,0.24,NA
449,WL,7/18/12,holopedium,0.474,NA
450,WL,7/18/12,holopedium,0.211,NA
451,WL,7/11/12,bosmina,0.243,NA
452,WL,7/11/12,bosmina,0.22,NA
453,WL,7/11/12,cyclopoid,0.63,NA
454,WL,7/11/12,cyclopoid,0.894,NA
455,WL,7/11/12,cyclopoid,0.428,NA
456,WL,7/11/12,cyclopoid,0.868,NA
457,WL,7/11/12,cyclopoid,0.422,NA
458,WL,7/11/12,cyclopoid,0.328,NA
459,WL,7/11/12,cyclopoid,0.364,NA
460,WL,7/11/12,cyclopoid,0.471,NA
461,WL,7/11/12,cyclopoid,0.426,NA
462,WL,7/11/12,cyclopoid,0.504,NA
463,WL,7/11/12,cyclopoid,0.957,NA
464,WL,7/11/12,cyclopoid,0.458,NA
465,WL,7/11/12,cyclopoid,0.502,NA
466,WL,7/11/12,cyclopoid,0.527,NA
467,WL,7/11/12,cyclopoid,0.557,NA
468,WL,7/11/12,cyclopoid,0.421,NA
469,WL,7/11/12,cyclopoid,0.501,NA
470,WL,7/11/12,cyclopoid,0.391,NA
471,WL,7/11/12,cyclopoid,0.57,NA
472,WL,7/11/12,cyclopoid,0.452,NA
473,WL,7/11/12,cyclopoid,1.066,NA
474,WL,7/11/12,cyclopoid,0.402,NA
475,WL,7/11/12,cyclopoid,0.338,NA
476,WL,7/11/12,cyclopoid,0.432,NA
477,WL,7/11/12,cyclopoid,0.392,NA
478,WL,7/11/12,daphnia,1.447,NA
479,WL,7/11/12,daphnia,0.789,NA
480,WL,7/11/12,daphnia,1.876,NA
481,WL,7/11/12,daphnia,1.099,NA
482,WL,7/11/12,daphnia,0.754,NA
483,WL,7/11/12,daphnia,1.566,NA
484,WL,7/11/12,daphnia,0.953,NA
485,WL,7/11/12,daphnia,1.165,NA
486,WL,7/11/12,daphnia,0.998,NA
487,WL,7/11/12,daphnia,0.864,NA
488,WL,7/11/12,daphnia,1.377,NA
489,WL,7/11/12,daphnia,1.435,NA
490,WL,7/11/12,daphnia,1.783,NA
491,WL,7/11/12,daphnia,1.112,NA
492,WL,7/11/12,daphnia,0.781,NA
493,WL,7/11/12,daphnia,0.552,NA
494,WL,7/11/12,daphnia,1.923,NA
495,WL,7/11/12,daphnia,1.47,NA
496,WL,7/11/12,daphnia,1.815,NA
497,WL,7/11/12,daphnia,1.581,NA
498,WL,7/11/12,daphnia,1.847,NA
499,WL,7/11/12,daphnia,0.848,NA
500,WL,7/11/12,daphnia,0.977,NA
501,WL,7/11/12,daphnia,1.102,NA
502,WL,7/11/12,daphnia,0.837,NA
503,WL,7/11/12,holopedium,0.103,NA
504,WL,7/11/12,holopedium,0.265,NA
505,WL,7/11/12,holopedium,0.186,NA
506,WL,7/11/12,holopedium,0.225,NA
507,WL,7/11/12,holopedium,0.148,NA
508,WL,7/11/12,holopedium,0.232,NA
509,WL,7/11/12,holopedium,0.452,NA
510,WL,7/11/12,holopedium,0.213,NA
511,WL,6/26/12,cyclopoid,0.495,NA
512,WL,6/26/12,cyclopoid,0.418,NA
513,WL,6/26/12,cyclopoid,0.462,NA
514,WL,6/26/12,cyclopoid,0.457,NA
515,WL,6/26/12,cyclopoid,0.45,NA
516,WL,6/26/12,cyclopoid,0.41,NA
517,WL,6/26/12,cyclopoid,0.476,NA
518,WL,6/26/12,cyclopoid,0.512,NA
519,WL,6/26/12,cyclopoid,0.469,NA
520,WL,6/26/12,cyclopoid,0.478,NA
521,WL,6/26/12,cyclopoid,0.273,NA
522,WL,6/26/12,cyclopoid,0.471,NA
523,WL,6/26/12,cyclopoid,0.299,NA
524,WL,6/26/12,cyclopoid,0.272,NA
525,WL,6/26/12,cyclopoid,0.418,NA
526,WL,6/26/12,cyclopoid,0.317,NA
527,WL,6/26/12,cyclopoid,0.452,NA
528,WL,6/26/12,cyclopoid,0.329,NA
529,WL,6/26/12,cyclopoid,1.258,NA
530,WL,6/26/12,cyclopoid,0.557,NA
531,WL,6/26/12,cyclopoid,0.469,NA
532,WL,6/26/12,cyclopoid,0.574,NA
533,WL,6/26/12,cyclopoid,0.542,NA
534,WL,6/26/12,cyclopoid,0.581,NA
535,WL,6/26/12,cyclopoid,0.43,NA
536,WL,6/26/12,daphnia,1.248,NA
537,WL,6/26/12,daphnia,1.079,NA
538,WL,6/26/12,daphnia,0.9,NA
539,WL,6/26/12,daphnia,0.735,NA
540,WL,6/26/12,daphnia,1.855,NA
541,WL,6/26/12,daphnia,1.534,NA
542,WL,6/26/12,daphnia,0.709,NA
543,WL,6/26/12,daphnia,1.215,NA
544,WL,6/26/12,daphnia,0.745,NA
545,WL,6/26/12,daphnia,1.222,NA
546,WL,6/26/12,daphnia,1.073,NA
547,WL,6/26/12,daphnia,0.727,NA
548,WL,6/26/12,daphnia,0.749,NA
549,WL,6/26/12,daphnia,1.194,NA
550,WL,6/26/12,holopedium,0.61,NA
551,WL,6/26/12,holopedium,0.439,NA
552,WL,6/26/12,holopedium,0.499,NA
553,WL,6/26/12,holopedium,0.496,NA
554,EL,5/16/12,cyclopoid,0.33,NA
555,EL,5/16/12,cyclopoid,0.581,NA
556,EL,5/16/12,cyclopoid,0.623,NA
557,EL,5/16/12,cyclopoid,0.737,NA
558,EL,5/16/12,cyclopoid,0.485,NA
559,EL,5/16/12,cyclopoid,0.286,NA
560,EL,5/16/12,cyclopoid,0.272,NA
561,EL,5/16/12,cyclopoid,0.401,NA
562,EL,5/16/12,cyclopoid,0.382,NA
563,EL,5/16/12,cyclopoid,0.351,NA
564,EL,5/16/12,cyclopoid,0.416,NA
565,EL,5/16/12,cyclopoid,0.497,NA
566,EL,5/16/12,cyclopoid,0.33,NA
567,EL,5/16/12,cyclopoid,0.379,NA
568,EL,5/16/12,cyclopoid,0.592,NA
569,EL,5/16/12,cyclopoid,0.391,NA
570,EL,5/16/12,cyclopoid,0.389,NA
571,EL,5/16/12,cyclopoid,0.457,NA
572,EL,5/16/12,cyclopoid,0.455,NA
573,EL,5/16/12,cyclopoid,0.473,NA
574,EL,5/16/12,cyclopoid,0.355,NA
575,EL,5/16/12,cyclopoid,0.302,NA
576,EL,5/16/12,cyclopoid,0.325,NA
577,EL,5/16/12,cyclopoid,0.504,NA
578,EL,5/16/12,cyclopoid,0.458,NA
579,EL,5/16/12,daphnia,1.252,NA
580,EL,5/16/12,daphnia,0.777,NA
581,EL,5/16/12,daphnia,0.61,NA
582,EL,5/16/12,daphnia,0.504,NA
583,EL,5/16/12,daphnia,0.749,NA
584,EL,5/16/12,daphnia,0.571,NA
585,EL,5/16/12,daphnia,0.579,NA
586,EL,5/16/12,daphnia,0.672,NA
587,EL,5/16/12,daphnia,0.691,NA
588,EL,5/16/12,daphnia,0.387,NA
589,EL,5/16/12,daphnia,0.784,NA
590,EL,5/16/12,daphnia,0.406,NA
591,EL,5/16/12,daphnia,0.591,NA
592,EL,5/16/12,daphnia,0.553,NA
593,EL,5/16/12,daphnia,1.289,NA
594,EL,5/16/12,daphnia,0.606,NA
595,EL,5/16/12,daphnia,0.531,NA
596,EL,5/16/12,daphnia,0.409,NA
