"","lakeID","dateSample","taxa","length_mm"
"86","EL","5/22/13","Cyclopoid",0.555382235226734
"87","EL","5/22/13","Cyclopoid",0.484001167334976
"88","EL","5/22/13","Cyclopoid",0.459592305202811
"89","EL","5/22/13","Cyclopoid",0.515987421829805
"90","EL","5/22/13","Cyclopoid",0.610306023109161
"91","EL","5/22/13","Cyclopoid",0.295903119361595
"92","EL","5/22/13","Cyclopoid",0.454662066401276
"93","EL","5/22/13","Cyclopoid",0.298863383549813
"94","EL","5/22/13","Cyclopoid",0.443633526804099
"95","EL","5/22/13","Cyclopoid",0.41921215614916
"96","EL","5/22/13","Cyclopoid",0.482609548472976
"97","EL","5/22/13","Cyclopoid",0.472884387555767
"98","EL","5/22/13","Cyclopoid",0.403685498077089
"99","EL","5/22/13","Cyclopoid",0.295574330598197
"100","EL","5/22/13","Cyclopoid",0.364152304667089
"101","EL","5/22/13","Daphnia",1.32553433756882
"102","EL","5/22/13","Daphnia",0.631330525690966
"103","EL","5/22/13","Daphnia",0.522563926088823
"104","EL","5/22/13","Daphnia",0.421342942751091
"105","EL","5/22/13","Daphnia",0.570611827910631
"106","EL","5/22/13","Daphnia",0.715144702849591
"107","EL","5/22/13","Daphnia",0.576139023012486
"108","EL","5/22/13","Daphnia",0.654694367663434
"109","EL","5/22/13","Daphnia",0.598799829502752
"110","EL","5/22/13","Daphnia",0.526073386166045
"111","EL","5/22/13","Daphnia",0.628933372035302
"112","EL","5/22/13","Daphnia",0.507121322655939
"113","EL","5/22/13","Daphnia",0.445599953120792
"114","EL","5/22/13","Daphnia",0.454986127776134
"115","EL","5/22/13","Daphnia",1.3298543267424
"116","EL","5/22/13","Daphnia",0.826250905175952
"117","EL","5/22/13","Daphnia",0.523132069841113
"118","EL","5/22/13","Daphnia",0.315267457726708
"119","EL","5/22/13","Daphnia",0.495670458823199
"120","EL","5/22/13","Daphnia",0.428058178840392
"121","EL","5/22/13","Daphnia",0.659948561283873
"122","EL","5/22/13","Daphnia",0.582391308529261
"123","EL","5/22/13","Daphnia",0.604903489873931
"124","EL","5/22/13","Daphnia",0.837379116470933
"125","EL","5/22/13","Daphnia",0.375707641374648
"126","EL","5/22/13","Holopedium",0.209780709528697
"127","EL","5/22/13","Holopedium",0.185894024838395
"128","EL","5/22/13","Holopedium",0.237743638452199
"129","EL","5/22/13","Holopedium",0.301905703357026
"130","EL","5/22/13","Holopedium",0.251048575164858
"131","EL","5/22/13","Holopedium",0.220237770696548
"132","EL","5/22/13","Holopedium",0.108814389333295
"133","EL","5/22/13","Holopedium",0.202567930543137
"134","EL","5/22/13","Holopedium",0.316120419218464
"135","EL","5/22/13","Holopedium",0.265680366973148
"136","EL","5/22/13","Holopedium",0.167785539982627
"137","EL","5/22/13","Holopedium",0.123478206189294
"138","EL","5/22/13","Holopedium",0.236615797776025
"139","EL","5/22/13","Holopedium",0.203310646872003
"140","EL","5/22/13","Holopedium",0.287574940470828
"141","EL","5/22/13","Holopedium",0.197045406309839
"142","EL","5/22/13","Holopedium",0.135691138087098
"143","EL","5/22/13","Holopedium",0.16351062195794
"144","EL","5/22/13","Holopedium",0.239328214512826
"145","EL","5/22/13","Holopedium",0.131005466116779
"146","EL","5/22/13","Holopedium",0.0720676233189076
"147","EL","5/22/13","Holopedium",0.13822691540673
"148","EL","5/22/13","Holopedium",0.233711412463473
"149","EL","5/22/13","Holopedium",0.226061134667036
"150","EL","5/22/13","Holopedium",0.200213724347166
"210","EL","6/6/13","Cyclopoid",0.529625876526622
"310","EL","6/6/13","Cyclopoid",0.628554214180481
"410","EL","6/6/13","Cyclopoid",0.452427027738614
"510","EL","6/6/13","Cyclopoid",0.419378340550861
"610","EL","6/6/13","Cyclopoid",0.559765568434698
"710","EL","6/6/13","Cyclopoid",0.58373930539229
"810","EL","6/6/13","Cyclopoid",0.414724706838142
"910","EL","6/6/13","Cyclopoid",0.63106695321715
"1010","EL","6/6/13","Cyclopoid",0.335491233391549
"1110","EL","6/6/13","Cyclopoid",0.341953462807922
"1210","EL","6/6/13","Cyclopoid",0.398248712359183
"1310","EL","6/6/13","Cyclopoid",0.486825052003511
"1410","EL","6/6/13","Cyclopoid",0.50486905444567
"151","EL","6/6/13","Cyclopoid",0.35708836175418
"161","EL","6/6/13","Cyclopoid",0.493500007064026
"171","EL","6/6/13","Cyclopoid",0.235091387475682
"181","EL","6/6/13","Cyclopoid",0.482792367878446
"191","EL","6/6/13","Cyclopoid",0.528124009338732
"201","EL","6/6/13","Cyclopoid",0.847214557993747
"211","EL","6/6/13","Cyclopoid",0.369379168570067
"221","EL","6/6/13","Cyclopoid",0.725423387208079
"231","EL","6/6/13","Cyclopoid",1.3558246902655
"241","EL","6/6/13","Cyclopoid",1.61855344585817
"251","EL","6/6/13","Cyclopoid",0.799085107702212
"261","EL","6/6/13","Cyclopoid",0.582223388672121
"271","EL","6/6/13","Daphnia",1.09583295417823
"281","EL","6/6/13","Daphnia",0.707261633225251
"291","EL","6/6/13","Daphnia",1.3710012724643
"301","EL","6/6/13","Daphnia",1.12070545563865
"311","EL","6/6/13","Daphnia",0.993908385798334
"321","EL","6/6/13","Daphnia",1.26778396032252
"331","EL","6/6/13","Daphnia",1.31124390430769
"341","EL","6/6/13","Daphnia",1.80001302938545
"351","EL","6/6/13","Daphnia",1.63623204098376
"361","EL","6/6/13","Daphnia",1.90956905924858
"371","EL","6/6/13","Daphnia",0.956936581370036
"381","EL","6/6/13","Daphnia",1.22175775964741
"391","EL","6/6/13","Daphnia",1.43260382701801
"401","EL","6/6/13","Daphnia",1.30388518211047
"411","EL","6/6/13","Daphnia",0.667007184257837
"421","EL","6/6/13","Daphnia",1.36796216155746
"431","EL","6/6/13","Daphnia",1.46277003664818
"441","EL","6/6/13","Daphnia",0.528618944687169
"451","EL","6/6/13","Daphnia",1.68487247315897
"461","EL","6/6/13","Daphnia",1.32416768822573
"471","EL","6/6/13","Daphnia",1.30662529130503
"481","EL","6/6/13","Daphnia",1.18985036569263
"491","EL","6/6/13","Daphnia",1.09641199135137
"501","EL","6/6/13","Daphnia",1.50037909889602
"511","EL","6/6/13","Daphnia",1.16734682936274
"521","EL","6/6/13","Holopedium",0.103222085624777
"531","EL","6/6/13","Holopedium",0.333877007603994
"541","EL","6/6/13","Holopedium",0.100370477438413
"551","EL","6/6/13","Holopedium",0.215933230980881
"561","EL","6/6/13","Holopedium",0.392199452910849
"571","EL","6/6/13","Holopedium",0.255961241089412
"581","EL","6/6/13","Holopedium",0.442815513897287
"591","EL","6/6/13","Holopedium",0.33410243055677
"601","EL","6/6/13","Holopedium",0.366479060159585
"611","EL","6/6/13","Holopedium",0.37663225156066
"621","EL","6/6/13","Holopedium",0.513473872119198
"631","EL","6/6/13","Holopedium",0.167105579860277
"641","EL","6/6/13","Holopedium",0.221220769619382
"651","EL","6/6/13","Holopedium",0.121289956888461
"661","EL","6/6/13","Holopedium",0.18087360448032
"671","EL","6/6/13","Holopedium",0.150936249767346
"681","EL","6/6/13","Holopedium",0.376705311832747
"691","EL","6/6/13","Holopedium",0.257667301040577
"701","EL","6/6/13","Holopedium",0.276753816662355
"711","EL","6/6/13","Holopedium",0.339130780077836
"721","EL","6/6/13","Holopedium",0.226632443996652
"731","EL","6/6/13","Holopedium",0.104879968018198
"741","EL","6/6/13","Holopedium",0.163635855701308
"751","EL","6/6/13","Holopedium",0.337747492821919
"761","EL","6/6/13","Holopedium",0.220094125615971
"226","WL","5/16/13","Cyclopoid",1.5184463262173
"227","WL","5/16/13","Cyclopoid",0.884403140023834
"228","WL","5/16/13","Cyclopoid",1.40813069983644
"229","WL","5/16/13","Cyclopoid",0.695319772876182
"230","WL","5/16/13","Cyclopoid",0.384310491403173
"2311","WL","5/16/13","Cyclopoid",0.507459061653798
"232","WL","5/16/13","Cyclopoid",0.443774328629331
"233","WL","5/16/13","Cyclopoid",0.621827134229204
"234","WL","5/16/13","Daphnia",2.05316101721214
"235","WL","5/16/13","Daphnia",2.10573660858248
"236","WL","5/16/13","Daphnia",1.95698909545206
"237","WL","5/16/13","Daphnia",1.61169353120153
"238","WL","5/16/13","Daphnia",1.39989726167265
"239","WL","5/16/13","Daphnia",1.71649794202231
"240","WL","5/16/13","Daphnia",1.15156466824836
"2411","WL","5/16/13","Daphnia",1.03745987222315
"242","WL","5/16/13","Daphnia",0.655585655409129
"243","WL","5/16/13","Daphnia",1.12424880313978
"244","WL","5/16/13","Daphnia",1.03378612445815
"245","WL","5/16/13","Daphnia",0.805043386128532
"246","WL","5/16/13","Daphnia",1.76106136839093
"247","WL","5/16/13","Daphnia",0.583374974519211
"248","WL","5/16/13","Daphnia",1.01474089407128
"249","WL","5/16/13","Daphnia",0.953514638620327
"250","WL","5/16/13","Daphnia",1.79955642473259
"2511","WL","5/16/13","Daphnia",1.16296766032421
"252","WL","5/16/13","Daphnia",0.674184618167649
"253","WL","5/16/13","Daphnia",0.756498460838649
"254","WL","5/16/13","Daphnia",1.02988958607174
"255","WL","5/16/13","Daphnia",1.87435664091887
"256","WL","5/16/13","Daphnia",1.06594755204431
"257","WL","5/16/13","Daphnia",1.15437538935613
"258","WL","5/16/13","Daphnia",0.919795902072814
"259","WL","5/16/13","Holopedium",0.374026817609306
"260","WL","5/16/13","Holopedium",0.26952915810778
"2611","WL","5/16/13","Holopedium",0.421279731864447
"262","WL","5/16/13","Holopedium",0.330599313997451
"263","WL","5/16/13","Holopedium",0.200718002500913
"264","WL","5/16/13","Holopedium",0.294583786116176
"265","WL","5/16/13","Holopedium",0.253623832680097
"266","WL","5/16/13","Holopedium",0.333225290752499
"267","WL","5/16/13","Holopedium",0.289078669154967
"268","WL","5/16/13","Holopedium",0.294196582345529
"269","WL","5/16/13","Holopedium",0.306504856362612
"270","WL","5/16/13","Holopedium",0.291830857938275
"2711","WL","5/16/13","Holopedium",0.299700751086445
"272","WL","5/16/13","Holopedium",0.311414277257791
"273","WL","5/16/13","Holopedium",0.130573953094261
"274","WL","5/16/13","Holopedium",0.267673677738739
"275","WL","5/16/13","Holopedium",0.28413126802288
"276","WL","5/16/13","Holopedium",0.262248151512501
"277","WL","5/16/13","Holopedium",0.315854996535676
"278","WL","5/16/13","Holopedium",0.350446513115862
"279","WL","5/16/13","Holopedium",0.321783026240718
"280","WL","5/16/13","Holopedium",0.562921251228213
"2811","WL","5/16/13","Holopedium",0.258151517225115
"282","WL","5/16/13","Holopedium",0.376137217804966
"283","WL","5/16/13","Holopedium",0.330450428273309
"284","WL","5/22/13","Cyclopoid",1.33325041403532
"285","WL","5/22/13","Cyclopoid",0.663331157985859
"286","WL","5/22/13","Cyclopoid",1.36830434600984
"287","WL","5/22/13","Cyclopoid",0.506886529987309
"288","WL","5/22/13","Cyclopoid",0.422287869238572
"289","WL","5/22/13","Cyclopoid",0.473626581570233
"290","WL","5/22/13","Cyclopoid",0.329368115038558
"2911","WL","5/22/13","Cyclopoid",0.442296382134709
"292","WL","5/22/13","Daphnia",2.06132510405927
"293","WL","5/22/13","Daphnia",2.08493770931316
"294","WL","5/22/13","Daphnia",2.05095899733384
"295","WL","5/22/13","Daphnia",1.67541270798934
"296","WL","5/22/13","Daphnia",1.33117640519986
"297","WL","5/22/13","Daphnia",1.73485749840256
"298","WL","5/22/13","Daphnia",0.952008245982084
"299","WL","5/22/13","Daphnia",1.13737967715719
"300","WL","5/22/13","Daphnia",0.712313976000799
"3011","WL","5/22/13","Daphnia",1.13139532824857
"302","WL","5/22/13","Daphnia",1.14632823060698
"303","WL","5/22/13","Daphnia",0.969115068405911
"304","WL","5/22/13","Daphnia",1.88058793006755
"305","WL","5/22/13","Daphnia",0.758507590896679
"306","WL","5/22/13","Daphnia",0.733071608338441
"307","WL","5/22/13","Daphnia",1.14830043452449
"308","WL","5/22/13","Daphnia",1.66864267526314
"309","WL","5/22/13","Daphnia",1.10680693565859
"3101","WL","5/22/13","Daphnia",0.807992611502167
"3111","WL","5/22/13","Daphnia",0.770498290409114
"312","WL","5/22/13","Daphnia",0.858904151912714
"313","WL","5/22/13","Daphnia",1.73956879263001
"314","WL","5/22/13","Daphnia",0.898549755801641
"315","WL","5/22/13","Daphnia",1.08098434652743
"316","WL","5/22/13","Daphnia",1.16307921810237
"317","WL","5/22/13","Holopedium",0.393669789773314
"318","WL","5/22/13","Holopedium",0.351404961584897
"319","WL","5/22/13","Holopedium",0.502419294533876
"320","WL","5/22/13","Holopedium",0.419628687909614
"3211","WL","5/22/13","Holopedium",0.243621043038585
"322","WL","5/22/13","Holopedium",0.284467657680311
"323","WL","5/22/13","Holopedium",0.2672635642524
"324","WL","5/22/13","Holopedium",0.264987176167589
"325","WL","5/22/13","Holopedium",0.20994522460538
"326","WL","5/22/13","Holopedium",0.221298683563513
"327","WL","5/22/13","Holopedium",0.303432168886526
"328","WL","5/22/13","Holopedium",0.412570260796569
"329","WL","5/22/13","Holopedium",0.314292501024484
"330","WL","5/22/13","Holopedium",0.339260863974438
"3311","WL","5/22/13","Holopedium",0.214482126095532
"332","WL","5/22/13","Holopedium",0.378365373727723
"333","WL","5/22/13","Holopedium",0.283526333494392
"334","WL","5/22/13","Holopedium",0.35312342853185
"335","WL","5/22/13","Holopedium",0.377856978042247
"336","WL","5/22/13","Holopedium",0.187949668556961
"337","WL","5/22/13","Holopedium",0.350375410735938
"338","WL","5/22/13","Holopedium",0.47023142050413
"339","WL","5/22/13","Holopedium",0.293357983863362
"340","WL","5/22/13","Holopedium",0.255240978982974
"3411","WL","5/22/13","Holopedium",0.264173333001787
"342","WL","6/6/13","Cyclopoid",0.483966005064693
"343","WL","6/6/13","Cyclopoid",0.504947681594842
"344","WL","6/6/13","Cyclopoid",0.473087806347837
"345","WL","6/6/13","Cyclopoid",0.536495510175728
"346","WL","6/6/13","Cyclopoid",0.650840338791368
"347","WL","6/6/13","Cyclopoid",0.539600806974047
"348","WL","6/6/13","Cyclopoid",0.503792601023019
"349","WL","6/6/13","Cyclopoid",0.338755779680975
"350","WL","6/6/13","Cyclopoid",0.746109486230286
"3511","WL","6/6/13","Cyclopoid",0.439578305174746
"352","WL","6/6/13","Cyclopoid",0.352050418416223
"353","WL","6/6/13","Cyclopoid",0.479775207592324
"354","WL","6/6/13","Cyclopoid",0.389217935382151
"355","WL","6/6/13","Cyclopoid",0.449108921261136
"356","WL","6/6/13","Cyclopoid",0.681022196532696
"357","WL","6/6/13","Cyclopoid",0.25029777341012
"358","WL","6/6/13","Cyclopoid",0.299654192137014
"359","WL","6/6/13","Cyclopoid",0.455078244164499
"360","WL","6/6/13","Cyclopoid",0.336282578264846
"3611","WL","6/6/13","Cyclopoid",0.169895662390514
"362","WL","6/6/13","Cyclopoid",0.399552326790498
"363","WL","6/6/13","Cyclopoid",0.575023230489772
"364","WL","6/6/13","Cyclopoid",0.0916540072145688
"365","WL","6/6/13","Cyclopoid",0.402124228528121
"366","WL","6/6/13","Cyclopoid",0.749054978885703
"367","WL","6/6/13","Daphnia",1.44753861957018
"368","WL","6/6/13","Daphnia",2.00875568467558
"369","WL","6/6/13","Daphnia",1.13519969983637
"370","WL","6/6/13","Daphnia",1.27180771869563
"3711","WL","6/6/13","Daphnia",0.836575186424844
"372","WL","6/6/13","Daphnia",1.33440285513466
"373","WL","6/6/13","Daphnia",0.814354624005412
"374","WL","6/6/13","Daphnia",1.39504618084141
"375","WL","6/6/13","Daphnia",1.67055081134367
"376","WL","6/6/13","Daphnia",1.95672642031979
"377","WL","6/6/13","Daphnia",1.2542312148117
"378","WL","6/6/13","Daphnia",1.76240369093878
"379","WL","6/6/13","Daphnia",1.03403358595089
"380","WL","6/6/13","Daphnia",1.53355858822574
"3811","WL","6/6/13","Daphnia",1.14853384020566
"382","WL","6/6/13","Daphnia",0.998903147353712
"383","WL","6/6/13","Daphnia",1.14750728911634
"384","WL","6/6/13","Daphnia",1.30317405762853
"385","WL","6/6/13","Daphnia",1.10731035542809
"386","WL","6/6/13","Daphnia",1.22266393506785
"387","WL","6/6/13","Daphnia",1.16975701540453
"388","WL","6/6/13","Daphnia",1.07158993572863
"389","WL","6/6/13","Daphnia",1.61193786333311
"390","WL","6/6/13","Daphnia",1.1630638537349
"3911","WL","6/6/13","Daphnia",0.923427681810728
"392","WL","6/6/13","Holopedium",0.242168591894181
"393","WL","6/6/13","Holopedium",0.278426774560449
"394","WL","6/6/13","Holopedium",0.219922048751548
"395","WL","6/6/13","Holopedium",0.300047467710568
"396","WL","6/6/13","Holopedium",0.205073611070361
"397","WL","6/6/13","Holopedium",0.290371104235002
"398","WL","6/6/13","Holopedium",0.223046844874875
"399","WL","6/6/13","Holopedium",0.160409949794053
"400","WL","6/6/13","Holopedium",0.265122904134293
"4011","WL","6/6/13","Holopedium",0.32078224526631
"402","WL","6/6/13","Holopedium",0.452899684374421
"403","WL","6/6/13","Holopedium",0.233654241431145
"404","WL","6/6/13","Holopedium",0.145258665694842
"405","WL","6/6/13","Holopedium",0.235915325285177
"406","WL","6/6/13","Holopedium",0.522065685271178
"407","WL","6/6/13","Holopedium",0.265148378692835
"408","WL","6/6/13","Holopedium",0.385393427021822
"409","WL","6/6/13","Holopedium",0.353560035709422
"4101","WL","6/6/13","Holopedium",0.331697923141756
"4111","WL","6/6/13","Holopedium",0.308078644950092
"412","WL","6/6/13","Holopedium",0.297402294623095
"413","WL","6/6/13","Holopedium",0.307214000562229
"414","WL","6/6/13","Holopedium",0.343030119005319
"415","WL","6/6/13","Holopedium",0.245492170671694
"416","WL","6/6/13","Holopedium",0.314927568366222
